id sitename lat long state altitude model ages ASH BEECH BIRCH ELM HEMLOCK MAPLE OAK OTHER.CONIFER OTHER.HARDWOOD PINE SPRUCE TAMARACK
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2232 1 3 14 6 7 2 100 1 15 50 0 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2331 6 3 18 8 6 3 90 0 19 50 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2529 1 1 10 7 1 3 91 1 11 74 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2826 0 2 9 3 0 3 108 0 16 65 1 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2974 3 2 15 8 2 1 96 2 8 67 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 3221 6 0 4 8 2 3 100 0 12 67 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 3419 3 0 6 13 0 0 96 0 27 57 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 3617 0 0 0 6 0 1 118 0 23 58 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 3716 5 0 5 8 0 1 108 0 18 57 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4030 2 3 1 9 0 0 92 0 20 73 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4422 1 1 4 12 1 0 108 0 9 55 0 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4657 2 1 3 13 0 4 101 0 20 58 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4971 1 0 2 9 0 1 103 0 17 71 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 5284 5 0 0 18 0 5 107 0 16 50 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 5441 1 0 1 23 0 2 100 0 11 63 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 5851 4 1 2 20 0 4 98 0 24 49 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 6260 5 1 2 26 0 5 103 0 21 39 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 6465 8 0 1 24 0 6 80 0 35 48 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 6772 2 0 3 30 0 3 91 0 30 45 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 7080 2 0 5 31 0 4 55 0 26 78 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 7387 1 0 6 28 0 2 65 0 31 68 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 7694 4 0 5 35 0 4 67 0 30 56 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 7899 3 0 1 30 0 5 52 0 35 72 0 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 8309 5 0 4 19 0 3 71 0 18 83 1 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 8514 7 0 2 12 0 4 74 0 27 73 2 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 8719 8 0 5 18 0 1 48 0 19 102 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9026 10 0 8 35 0 6 56 0 36 119 0 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9333 3 0 3 18 0 1 30 0 21 121 2 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9538 0 0 4 43 0 1 35 0 23 101 2 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9640 3 0 6 20 0 1 41 1 15 111 1 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9845 6 0 11 20 0 2 11 0 8 141 3 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10050 6 0 12 23 0 0 25 1 19 121 2 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10460 4 0 5 12 0 0 17 0 10 221 46 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10767 6 0 5 10 0 0 12 1 9 65 90 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10972 4 0 4 6 0 1 15 2 13 8 148 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11177 4 0 7 4 0 0 8 0 9 0 116 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11279 3 0 6 4 0 0 9 1 5 1 120 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11382 1 0 6 0 0 0 13 3 4 3 140 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11484 6 0 3 5 0 0 1 0 4 1 154 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11586 4 0 0 2 0 0 9 0 11 4 169 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11689 4 0 3 2 0 0 5 0 6 1 141 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11791 2 0 3 4 0 0 8 0 4 2 128 4
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11894 3 0 4 4 0 0 7 0 11 2 167 5
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11996 7 0 0 5 0 1 6 1 21 3 158 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12098 7 0 4 4 0 0 7 0 18 0 161 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12201 7 0 1 2 0 3 13 2 13 0 142 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12303 22 0 3 7 0 0 8 1 22 4 132 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12344 19 0 2 0 0 0 13 0 13 0 154 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12406 3 0 0 1 0 0 10 0 7 0 130 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12447 11 0 1 2 0 0 11 1 9 0 164 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12508 3 0 0 0 0 0 10 0 8 1 180 0
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12611 5 0 1 1 0 0 8 0 11 0 133 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12713 2 0 0 0 0 0 4 0 3 2 143 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12815 6 0 0 0 0 1 3 0 7 1 163 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12918 2 0 1 0 0 0 8 0 4 1 113 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13020 5 0 1 0 0 0 2 0 7 2 99 3
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13123 3 0 1 0 0 0 0 0 0 1 193 2
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13225 2 0 0 0 0 0 3 0 1 0 189 6
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13328 5 0 0 1 0 0 7 0 3 0 183 4
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13532 4 0 1 4 0 0 1 0 3 2 124 1
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13737 12 0 1 1 0 0 8 0 6 7 168 9
700 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13840 5 0 0 2 0 0 4 0 4 0 60 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 500 3 1 8 8 7 1 118 0 39 56 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 642 3 1 17 8 5 1 121 0 23 63 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 785 6 1 10 4 6 2 160 0 18 64 4 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 927 1 4 13 10 8 2 158 0 46 76 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 1070 2 0 12 3 8 5 162 0 23 47 0 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 1212 7 2 22 5 3 2 145 0 23 46 1 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 1354 7 1 16 5 4 2 117 1 38 63 2 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 1497 5 4 16 11 2 4 97 0 27 70 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 1639 5 2 14 7 2 2 103 0 25 45 0 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 1924 9 2 7 15 4 3 111 0 48 44 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2067 1 3 33 5 1 1 76 0 26 159 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2209 7 0 21 4 4 1 196 0 23 57 1 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2352 4 1 15 7 1 0 134 0 40 54 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2494 7 4 5 7 3 1 117 0 28 54 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2636 7 1 21 9 7 2 181 0 35 44 0 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2779 6 0 12 19 2 2 106 1 15 51 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 2917 5 1 9 4 1 0 165 0 19 60 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 3719 4 0 1 7 0 1 96 0 24 35 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 3986 2 1 2 11 0 0 93 0 14 45 1 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4387 4 0 2 13 0 0 121 0 26 46 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4655 2 1 2 12 0 2 89 0 25 40 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 4922 5 0 5 10 0 1 99 0 23 63 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 5190 6 0 1 12 0 0 115 0 31 67 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 5453 7 0 1 35 0 4 95 0 30 61 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 5997 8 0 3 36 0 1 126 0 49 74 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 6470 5 0 2 45 0 3 108 0 52 81 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 6943 9 0 1 28 0 2 77 0 43 98 0 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 7416 8 0 3 32 0 2 99 0 63 110 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 7889 12 0 2 32 0 3 76 1 60 89 1 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 8362 7 0 7 39 0 4 85 0 36 96 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 8756 11 0 5 51 0 2 50 0 37 221 0 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9124 8 0 8 48 0 3 69 0 32 192 1 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9493 19 0 10 58 0 7 37 0 51 207 0 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 9861 9 0 21 52 0 1 49 1 26 159 0 0
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10229 35 0 27 56 0 5 72 4 61 289 6 4
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10598 29 0 38 51 0 3 47 6 35 427 32 2
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 10966 34 0 13 13 0 1 19 4 28 361 54 4
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11150 11 1 5 21 0 0 11 2 24 120 89 2
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11280 32 2 14 17 0 1 31 0 45 13 147 6
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11541 7 0 9 9 0 0 13 1 37 4 186 5
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 11802 12 0 2 9 0 4 13 0 20 5 181 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12063 25 0 1 4 0 2 14 0 40 3 170 3
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12324 16 0 1 5 0 0 18 3 32 2 163 2
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 12675 40 0 2 5 0 1 26 4 58 6 214 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13606 18 0 1 2 0 0 7 0 16 1 242 4
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 13916 36 0 1 4 0 0 7 0 41 3 154 4
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 14226 17 0 2 1 0 1 11 0 51 2 198 5
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 14536 21 0 1 0 0 0 10 0 21 1 266 3
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 14846 16 0 1 1 0 0 7 0 17 1 215 6
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 15157 6 0 2 0 0 0 3 0 15 4 249 5
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 NAPD 15467 30 0 0 2 0 2 8 0 20 2 216 14
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD -24 0 0 41 3 0 0 6 2 28 156 37 3
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD -6 1 0 49 1 0 0 8 5 40 168 39 3
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 12 0 0 41 1 0 1 3 3 41 164 28 1
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 22 1 0 41 0 0 3 5 2 34 144 22 2
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 29 0 0 49 3 0 0 4 5 35 184 34 4
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 47 1 0 62 2 0 2 6 2 41 162 29 6
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 58 0 0 28 0 0 0 2 1 18 106 15 3
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 65 2 0 54 0 0 0 4 4 35 175 29 2
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 75 2 0 49 1 0 1 5 2 24 222 28 1
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 82 1 0 44 3 0 2 9 5 47 182 29 3
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 85 1 0 60 0 0 0 4 0 27 230 21 2
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 100 1 0 43 2 0 0 5 4 32 203 25 2
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 118 3 0 47 1 1 0 5 1 33 154 27 4
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 136 1 0 32 2 0 1 7 2 26 173 24 2
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 146 0 0 34 0 0 0 5 5 21 177 39 3
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 148 3 0 41 0 1 1 7 1 31 154 25 2
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 150 0 0 29 2 0 1 11 5 34 163 31 5
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 154 1 1 39 4 0 2 5 4 25 170 22 4
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 171 3 0 40 2 0 1 7 23 25 164 29 4
717 DogfishLake 48.183333 -92.183333 minnesota NA NAPD 189 0 0 30 2 0 2 6 6 36 194 26 9
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD -33 0 0 49 1 0 0 6 1 13 121 12 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD -30 2 0 38 2 1 2 6 2 16 107 16 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD -25 2 0 36 0 0 0 3 3 22 116 18 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD -20 0 0 31 0 0 2 8 2 15 119 14 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD -15 1 0 35 0 0 1 9 2 20 107 9 2
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD -11 2 0 54 1 1 0 2 1 20 112 17 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 0 0 0 64 1 0 1 9 2 16 157 21 2
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 7 0 0 30 1 0 0 2 6 17 131 19 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 21 0 0 23 0 1 0 4 1 14 128 17 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 28 0 0 32 0 1 1 4 2 17 135 8 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 39 0 0 39 0 0 0 5 5 7 131 15 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 53 0 0 53 0 2 0 7 1 11 118 17 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 68 1 0 60 0 2 0 5 3 8 139 21 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 85 0 0 28 1 1 0 3 2 11 134 13 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 119 1 0 36 1 0 0 5 4 12 127 17 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 NAPD 237 2 0 42 1 2 0 5 2 10 140 23 4
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD -5 2 0 27 18 0 4 181 0 41 64 3 0
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 88 4 0 39 13 1 4 178 0 41 60 2 2
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 192 4 0 41 23 0 5 178 0 48 59 1 0
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 295 5 0 38 15 0 3 205 2 67 77 2 4
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 398 6 0 58 15 1 4 235 0 44 89 0 1
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 502 4 0 38 4 0 2 177 0 36 71 3 1
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 605 5 0 30 9 2 2 169 0 34 86 1 3
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 708 4 0 34 5 0 4 208 0 34 58 0 3
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 812 3 0 35 6 0 1 221 0 51 107 1 0
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 NAPD 915 2 0 28 6 0 1 140 0 36 82 2 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD -12 13 0 8 36 1 10 156 0 45 41 2 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 18 10 1 12 30 2 5 150 0 60 41 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 51 7 0 18 44 1 6 163 0 50 37 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 84 15 1 4 41 0 8 171 0 60 25 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 122 11 0 18 45 3 9 132 0 83 30 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 167 8 0 15 43 1 5 146 0 58 20 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 211 5 0 17 47 0 2 196 0 60 46 0 1
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 256 4 0 5 48 0 3 140 0 67 25 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 300 5 0 15 35 0 3 191 0 35 20 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 344 14 0 6 26 0 4 240 0 45 28 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 389 5 0 12 16 0 2 267 0 25 24 1 1
786 EggertLake 44.47012 -93.619035 minnesota 312 NAPD 433 4 0 28 8 0 2 195 0 46 43 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON -54 0 0 32 0 1 0 26 0 16 134 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 4 1 0 34 2 2 3 17 1 23 102 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 23 3 0 46 3 2 1 17 3 22 121 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 54 2 0 100 8 6 3 20 3 27 247 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 84 2 0 47 5 0 1 12 1 14 144 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 174 1 0 28 3 4 2 9 1 8 108 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 213 1 0 32 3 1 1 13 1 16 131 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 371 5 0 33 1 4 2 8 3 20 117 5 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 451 3 0 40 5 9 2 19 0 25 343 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 540 2 0 61 5 3 2 12 1 22 268 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 641 1 0 70 3 3 2 18 0 47 349 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 740 3 0 44 3 3 4 17 1 26 129 5 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 829 1 0 70 5 3 2 22 0 50 340 7 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 886 2 0 18 2 0 0 16 1 22 126 1 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 886 0 0 60 4 1 0 12 0 46 264 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 988 4 0 66 5 0 3 20 0 61 238 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1040 2 0 53 4 0 1 12 1 53 174 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1119 1 0 17 1 1 1 7 1 20 115 1 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1206 0 0 39 4 3 0 20 0 62 246 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1380 5 0 77 6 1 2 33 0 67 263 5 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1463 1 0 33 7 4 4 23 0 62 363 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1590 1 0 70 6 0 1 28 0 34 341 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1728 2 0 77 5 1 0 29 2 35 385 9 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1797 3 0 54 3 0 1 23 0 39 313 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1880 4 0 75 7 0 4 32 1 59 211 1 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 1951 4 0 68 11 0 2 33 0 51 245 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 2021 5 0 54 4 0 2 16 0 34 317 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 PalEON 2090 1 0 70 9 1 2 29 0 33 240 2 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD -12 9 0 4 26 0 2 77 0 29 18 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 30 2 0 6 12 0 2 78 0 29 18 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 55 2 0 7 15 0 3 105 0 50 18 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 72 5 0 1 18 1 1 75 0 38 15.5 1 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 80 13 0 12 17 1 3 75 0 51 14 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 100 7 0 5 4 2 2 117 0 37 21.5 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 116 2 0 11 6 0 5 90 0 25 24 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 133 4 0 8 5 2 3 73 0 32 30 0 1
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 167 7 0 12 5 0 1 86 0 21 34.5 0 3
12008 LakeEmily 44.30865 -93.92 minnesota 302 NAPD 211 4 1 3 7 0 2 52 0 23 19 0.5 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON -35 11 0 95 5 41 9 27 3 31 180 4 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON -5 9 1 149 7 58 8 41 2 37 152 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 54 5 0 214 10 118 11 21 6 19 183 4 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 116 6 1 140 8 91 8 23 2 14 230 5 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 179 1 0 114 5 144 11 18 2 29 125 4 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 240 3 1 138 2 171 10 30 7 45 126 3 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 303 5 0 125 5 141 8 37 3 22 128 3 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 366 5 0 109 8 136 12 11 4 39 184 0 4
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 427 4 0 143 9 114 4 20 1 32 125 2 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 491 5 1 176 11 285 11 39 5 33 146 1 3
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 553 9 0 100 8 134 14 20 12 27 200 6 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 611 6 0 157 12 150 4 24 3 21 138 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 PalEON 679 7 0 181 12 96 2 22 1 24 205 5 0
