id sitename lat long state altitude type age age_old bacon_depth ASH BEECH BIRCH ELM HEMLOCK MAPLE OAK OTHER.CONIFER OTHER.HARDWOOD PINE SPRUCE TAMARACK
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 12919.3406951361 11541 700 7 0 9 9 0 0 13 1 37 4 186 5
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 13322.2198603726 11802 720 12 0 2 9 0 4 13 0 20 5 181 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 13726.5015005151 12063 740 25 0 1 4 0 2 14 0 40 3 170 3
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 14127.4322480773 12324 760 16 0 1 5 0 0 18 3 32 2 163 2
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 14527.5701551246 12675 780 40 0 2 5 0 1 26 4 58 6 214 1
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 15142.5318589199 13606 810 18 0 1 2 0 0 7 0 16 1 242 4
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 15347.5190935183 13916 820 36 0 1 4 0 0 7 0 41 3 154 4
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 15552.5063281167 14226 830 17 0 2 1 0 1 11 0 51 2 198 5
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 15757.4935627151 14536 840 21 0 1 0 0 0 10 0 21 1 266 3
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 15962.4807973135 14846 850 16 0 1 1 0 0 7 0 17 1 215 6
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 16167.4680319119 15157 860 6 0 2 0 0 0 3 0 15 4 249 5
3081 DisterhaftFarmBog 43.916944 -89.166944 wisconsin 244 Bacon 16372.4552665103 15467 870 30 0 0 2 0 2 8 0 20 2 216 14
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon -8.24634424007426 -6 5 1 0 49 1 0 0 8 5 40 168 39 3
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 6.23810824176643 12 10 0 0 41 1 0 1 3 3 41 164 28 1
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 14.9467270089086 22 13 1 0 41 0 0 3 5 2 34 144 22 2
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 20.7524728536701 29 15 0 0 49 3 0 0 4 5 35 184 34 4
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 35.0386879174753 47 20 1 0 62 2 0 2 6 2 41 162 29 6
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 43.9073677853803 58 23 0 0 28 0 0 0 2 1 18 106 15 3
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 49.8198210306503 65 25 2 0 54 0 0 0 4 4 35 175 29 2
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 55.0642622358202 75 27 2 0 49 1 0 1 5 2 24 222 28 1
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 62.9309240435749 82 30 1 0 44 3 0 2 9 5 47 182 29 3
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 64.7664784653844 85 30.7 1 0 60 0 0 0 4 0 27 230 21 2
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 76.0420270564995 100 35 1 0 43 2 0 0 5 4 32 203 25 2
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 89.1531300694242 118 40 3 0 47 1 1 0 5 1 33 154 27 4
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 102.264233082349 136 45 1 0 32 2 0 1 7 2 26 173 24 2
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 110.130894890104 146 48 0 0 34 0 0 0 5 5 21 177 39 3
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 111.442005191396 148 48.5 3 0 41 0 1 1 7 1 31 154 25 2
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 112.753115492688 150 49 0 0 29 2 0 1 11 5 34 163 31 5
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 115.375336095273 154 50 1 1 39 4 0 2 5 4 25 170 22 4
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 128.486439108198 171 55 3 0 40 2 0 1 7 23 25 164 29 4
717 DogfishLake 48.183333 -92.183333 minnesota NA Bacon 141.597542121123 189 60 0 0 30 2 0 2 6 6 36 194 26 9
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon -32.2004558358961 -33 0.25 0 0 49 1 0 0 6 1 13 121 12 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon -29.1920235707083 -30 1.25 2 0 38 2 1 2 6 2 16 107 16 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon -24.6793751729266 -25 2.75 2 0 36 0 0 0 3 3 22 116 18 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon -18.8706751164608 -20 4.25 0 0 31 0 0 2 8 2 15 119 14 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon -14.8254015243257 -15 5.25 1 0 35 0 0 1 9 2 20 107 9 2
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon -10.4166792285102 -11 6.25 2 0 54 1 1 0 2 1 20 112 17 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 0.581457585202924 0 8.25 0 0 64 1 0 1 9 2 16 157 21 2
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 6.47404816309554 7 9.25 0 0 30 1 0 0 2 6 17 131 19 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 20.620362345097 21 11.25 0 0 23 0 1 0 4 1 14 128 17 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 29.5610859088732 28 12.75 0 0 32 0 1 1 4 2 17 135 8 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 39.2567012302748 39 14.75 0 0 39 0 0 0 5 5 7 131 15 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 53.2775747430048 53 17.25 0 0 53 0 2 0 7 1 11 118 17 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 68.1676001356189 68 19.75 1 0 60 0 2 0 5 3 8 139 21 0
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 85.5386410746156 85 22.75 0 0 28 1 1 0 3 2 11 134 13 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 119.087389942778 119 28.75 1 0 36 1 0 0 5 4 12 127 17 1
774 DunniganLake 47.708333 -91.641667 minnesota 506 Bacon 235.110146445173 237 49.5 2 0 42 1 2 0 5 2 10 140 23 4
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon -11.8723854936878 -5 1 2 0 27 18 0 4 181 0 41 64 3 0
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 16.1610532264188 88 10 4 0 39 13 1 4 178 0 41 60 2 2
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 47.0522387826777 192 20 4 0 41 23 0 5 178 0 48 59 1 0
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 78.1454589797685 295 30 5 0 38 15 0 3 205 2 67 77 2 4
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 107.12216142782 398 40 6 0 58 15 1 4 235 0 44 89 0 1
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 136.098863875871 502 50 4 0 38 4 0 2 177 0 36 71 3 1
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 165.075566323923 605 60 5 0 30 9 2 2 169 0 34 86 1 3
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 194.052268771974 708 70 4 0 34 5 0 4 208 0 34 58 0 3
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 223.028971220026 812 80 3 0 35 6 0 1 221 0 51 107 1 0
781 EastTwinLake(US:Minnesota) 45.333333 -93.508333 minnesota 281 Bacon 252.005673668077 915 90 2 0 28 6 0 1 140 0 36 82 2 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon -12.1200023508697 -12 1 13 0 8 36 1 10 156 0 45 41 2 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 13.7289162237213 18 10 10 1 12 30 2 5 150 0 60 41 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 41.8226417633464 51 20 7 0 18 44 1 6 163 0 50 37 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 70.3409757394181 84 30 15 1 4 41 0 8 171 0 60 25 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 98.2033166228929 122 40 11 0 18 45 3 9 132 0 83 30 1 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 126.335199905638 167 50 8 0 15 43 1 5 146 0 58 20 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 154.467083188383 211 60 5 0 17 47 0 2 196 0 60 46 0 1
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 182.598966471128 256 70 4 0 5 48 0 3 140 0 67 25 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 210.730849753872 300 80 5 0 15 35 0 3 191 0 35 20 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 238.862733036617 344 90 14 0 6 26 0 4 240 0 45 28 0 0
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 266.994616319362 389 100 5 0 12 16 0 2 267 0 25 24 1 1
786 EggertLake 44.47012 -93.619035 minnesota 312 Bacon 295.126499602107 433 110 4 0 28 8 0 2 195 0 46 43 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon -53.1944429835287 -54 0.5 0 0 32 0 1 0 26 0 16 134 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon -21.1957172453243 4 9.5 1 0 34 2 2 3 17 1 23 102 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon -10.7012514848214 23 12.5 3 0 46 3 2 1 17 3 22 121 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 3.09058364761807 54 16.5 2 0 100 8 6 3 20 3 27 247 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 13.2443469779897 84 19.5 2 0 47 5 0 1 12 1 14 144 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 35.2474327793656 174 26.5 1 0 28 3 4 2 9 1 8 108 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 41.6609021184069 213 29.5 1 0 32 3 1 1 13 1 16 131 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 268.320119336002 371 41.5 5 0 33 1 4 2 8 3 20 117 5 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 397.802239018446 451 47.5 3 0 40 5 9 2 19 0 25 343 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 525.91686004169 540 53.5 2 0 61 5 3 2 12 1 22 268 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 637.992617373275 641 59.5 1 0 70 3 3 2 18 0 47 349 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 739.346439549561 740 65.5 3 0 44 3 3 4 17 1 26 129 5 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 840.509891725786 829 71.5 1 0 70 5 3 2 22 0 50 340 7 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 895.296716312131 886 77.5 2 0 18 2 0 0 16 1 22 126 1 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 895.296716312131 886 77.5 0 0 60 4 1 0 12 0 46 264 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 986.681365959884 988 89.5 4 0 66 5 0 3 20 0 61 238 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1034.66681694163 1040 95.5 2 0 53 4 0 1 12 1 53 174 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1112.12723022172 1119 101.5 1 0 17 1 1 1 7 1 20 115 1 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1199.90125288245 1206 107.5 0 0 39 4 3 0 20 0 62 246 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1368.84929830352 1380 119.5 5 0 77 6 1 2 33 0 67 263 5 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1459.30034799631 1463 125.5 1 0 33 7 4 4 23 0 62 363 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1593.37146269174 1590 134.5 1 0 70 6 0 1 28 0 34 341 4 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1730.0791659274 1728 144.5 2 0 77 5 1 0 29 2 35 385 9 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1801.17737551123 1797 149.5 3 0 54 3 0 1 23 0 39 313 2 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1884.33954080539 1880 155.5 4 0 75 7 0 4 32 1 59 211 1 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 1958.2703836934 1951 161.5 4 0 68 11 0 2 33 0 51 245 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 2029.38098980873 2021 167.5 5 0 54 4 0 2 16 0 34 317 3 0
13069 ElevensesLake 46.3815 -91.4935 wisconsin 355 Bacon 2098.53664424795 2090 173.5 1 0 70 9 1 2 29 0 33 240 2 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 10.7030424115918 -12 20 9 0 4 26 0 2 77 0 29 18 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 106.435197008773 30 70 2 0 6 12 0 2 78 0 29 18 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 165.282660425095 55 100 2 0 7 15 0 3 105 0 50 18 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 203.166689293377 72 120 5 0 1 18 1 1 75 0 38 15.5 1 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 222.259145017121 80 130 13 0 12 17 1 3 75 0 51 14 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 266.498610692269 100 153 7 0 5 4 2 2 117 0 37 21.5 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 303.822124514132 116 173 2 0 11 6 0 5 90 0 25 24 0 0
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 341.145638335996 133 193 4 0 8 5 2 3 73 0 32 30 0 1
12008 LakeEmily 44.30865 -93.92 minnesota 302 Bacon 415.792665979722 167 233 7 0 12 5 0 1 86 0 21 34.5 0 3
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon -50.0677193345727 -35 2.5 11 0 95 5 41 9 27 3 31 180 4 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon -38.4891176819013 -5 5.5 9 1 149 7 58 8 41 2 37 152 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon -15.6286201504062 54 11.5 5 0 214 10 118 11 21 6 19 183 4 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 3.17249683232807 116 17.5 6 1 140 8 91 8 23 2 14 230 5 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 56.8457354716459 179 23.5 1 0 114 5 144 11 18 2 29 125 4 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 141.123489380081 240 29.5 3 1 138 2 171 10 30 7 45 126 3 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 219.188633711933 303 35.5 5 0 125 5 141 8 37 3 22 128 3 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 295.254815129488 366 41.5 5 0 109 8 136 12 11 4 39 184 0 4
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 373.210559079549 427 47.5 4 0 143 9 114 4 20 1 32 125 2 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 454.453660006474 491 53.5 5 1 176 11 285 11 39 5 33 146 1 3
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 532.173362671978 553 59.5 9 0 100 8 134 14 20 12 27 200 6 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 607.999246315923 611 65.5 6 0 157 12 150 4 24 3 21 138 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 680.585467488768 679 71.5 7 0 181 12 96 2 22 1 24 205 5 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 748.801684421927 749 77.5 3 0 151 6 146 4 26 3 15 142 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 818.590211038246 819 83.5 8 0 134 9 152 9 31 2 21 185 3 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 887.197674888075 891 89.5 6 0 134 12 132 3 20 4 30 163 3 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 958.260104000683 962 95.5 6 0 153 19 119 7 52 2 29 141 1 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1028.94375066652 1033 101.5 4 0 91 12 71 7 18 2 30 234 2 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1097.1384678331 1105 107.5 9 1 172 11 106 5 40 3 49 165 2 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1166.26186377519 1177 113.5 5 2 108 15 72 11 26 4 40 241 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1238.46778425664 1250 119.5 3 0 166 12 103 9 25 3 32 175 3 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1309.05385668784 1322 125.5 10 0 197 11 57 17 63 1 42 265 3 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1378.89780362686 1392 131.5 14 0 169 20 75 10 69 1 39 165 0 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1449.10740056299 1464 137.5 10 0 193 21 38 6 95 5 58 190 0 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1491.17519867203 1506 140.5 20 0 113 17 35 12 46 2 51 285 3 2
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1668.94881674018 1672 148 9 1 90 11 15 12 68 4 72 255 3 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1804.35447520215 1798 154 9 0 107 12 18 8 46 0 36 303 2 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1895.13130615996 1885 160 4 0 186 12 5 7 65 2 51 189 2 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 1975.00336067018 1967 166 11 0 127 21 12 11 51 5 46 238 4 0
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 2059.84757352222 2051 172 16 0 167 14 3 10 78 3 71 240 1 1
13071 EskaLake 45.19145 -90.608 wisconsin 443 Bacon 2142.38208728439 2135 178 6 0 104 8 6 13 52 7 42 193 1 1
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon -26.9423731307335 -27 1 27 0 11 12 0 6 249 0 44 19.5 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 0.223152978397802 1 10 11 0 5 9 0 6 151.5 0 24 8 0.5 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 31.8518945046502 33 20 8 0 5 5 0 3 162.5 0 17 13.5 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 47.0420729792433 49 25 5 0 5 4 0 1 111 0 25 13 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 62.682263634126 64 30 4 0 10 9 0 1 131.5 0 22 14 0.5 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 78.0423862888131 80 35 9 0 9 7 0.5 2 193 0 32 23 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 93.3736330969412 96 40 4 0 5 7 1 1 104.5 0 20 9 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 124.036126713197 127 50 2 0 9 4 0.5 0 112 0 10 13 0.5 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 154.698620329454 159 60 3 0 5 3 0 1 161.5 0 24 18.5 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 185.36111394571 190 70 3 0 5 1 0 0 98 0 12 14 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 216.023607561966 221 80 1 0 2 0 0 0 108.5 0 21 11.5 1 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 246.686101178222 253 90 2 1 11 4 0 1 134.5 0 14 15.5 0 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 308.011088410735 316 110 3 0 4 5 0 1 141.5 0 13 22 0.5 0
12024 EverhartLake 43.6176 -93.43875 minnesota 392 Bacon 354.004828835119 363 125 4 0 2 4 0 2 86 0 22 7.5 0 0
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon -12.1183475869846 -12 1 7 0 16 13 0 2 60 0 36 40 1 0
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 14.3649886648272 19 10 7 0 18 4 0 0 45 1 18 49 1 0
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 43.2382777094336 53 20 3 0 22 4 0 2 28 2 40 67 2 1
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 70.9351372302374 87 30 8 0 28 6 1 1 56 1 32 63 4 1
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 97.1684813289406 121 40 2 0 49 14 0 3 59 0 36 66 7 1
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 123.401825427644 155 50 3 0 40 5 1 2 30 1 48 82 9 4
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 149.635169526347 189 60 3 0 27 16 0 1 31 1 34 78 3 3
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 175.86851362505 223 70 4 0 50 15 0 2 40 2 46 69 2 2
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 202.101857723754 257 80 6 0 39 14 0 2 56 0 64 54 6 2
817 FaithPond 47.272455 -96.09405 minnesota 347 Bacon 228.335201822457 291 90 6 0 31 12 0 0 49 2 45 61 5 2
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon -53.2365413874685 -51 0.5 6 0 165 14 13 17 69 5 80 362 10 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon -9.04540711414918 45 12.5 4 0 112 4 13 4 19 5 31 239 10 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon -2.11529482863933 62 14.5 5 0 137 9 20 4 20 6 28 257 9 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 4.64775617229577 78 16.5 1 0 179 7 25 6 36 2 29 345 18 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 8.00143812533419 86 17.5 4 0 179 4 20 7 27 6 48 348 11 1
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 14.708802031411 103 19.5 6 2 188 5 27 6 25 8 31 315 8 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 17.4805749224035 111 20.5 5 0 180 12 30 2 36 9 31 403 11 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 24.0501664092427 138 23.5 5 0 105 8 11 8 22 4 28 248 10 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 56.012929848723 170 26.5 6 0 119 6 26 7 36 10 30 407 10 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 131.913269900305 220 30.5 3 0 107 1 24 2 35 4 21 332 1 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 251.459308011154 314 37.5 4 0 72 4 14 22 22 3 21 343 7 1
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 330.546239944558 379 42.5 1 0 109 3 31 9 25 1 16 339 8 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 409.154693942217 441 47.5 7 0 81 5 27 6 27 6 29 509 6 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 555.474982013899 571 57.5 4 0 99 9 12 7 12 2 33 419 5 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 695.384093725878 708 67.5 3 1 94 8 26 8 13 2 45 487 5 1
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 839.919905719501 842 77.5 1 2 92 7 17 5 27 1 27 534 4 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 981.837825378365 986 87.5 4 1 93 12 22 8 17 1 40 411 2 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 1154.22105881001 1156 96.5 0 0 92 4 19 5 17 1 16 376 4 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 1290.09377307428 1283 102.5 5 1 104 6 16 2 39 1 30 399 4 1
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 1408.07462768027 1387 107.5 4 0 124 6 10 4 42 2 31 313 2 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 1625.76113918721 1607 117.5 7 1 98 8 25 8 30 1 33 513 6 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 1841.95786116913 1839 127.5 6 0 113 3 13 10 26 0 54 287 5 0
13073 FallisonLake 45.9915 -89.62075 wisconsin 501 Bacon 2148.27387671046 2138 137.5 5 2 110 4 4 7 26 4 41 464 6 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon -12.2486600112689 -12 1 8 0 15 21 0 7 189 0 43 25 1 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 11.4806823700778 11 10 6 0 17 19 0 3 189 1 43 37 1 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 37.2478762558125 36 20 5 0 19 13 1 6 179 0 37 38 2 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 63.1195788668031 62 30 3 0 24 20 3 2 187 1 39 45 4 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 89.5620101587444 87 40 6 0 28 16 1 2 145 0 50 62 1 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 114.887833529498 113 50 5 0 28 11 2 1 173 0 41 36 2 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 138.652889309302 138 60 3 0 29 14 0 3 137 1 42 80 1 1
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 162.417945089106 164 70 4 0 23 15 3 3 182 0 28 47 3 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 186.183000868911 189 80 2 0 36 8 1 2 187 0 28 46 1 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 209.948056648715 215 90 2 0 27 6 2 2 172 0 25 68 3 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 233.713112428519 241 100 0 1 29 6 0 0 182 1 21 98 1 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 257.478168208324 266 110 3 1 21 10 2 4 206 0 25 57 1 0
822 FarquarLake 44.75815 -93.16449 minnesota 273 Bacon 281.243223988128 292 120 3 1 20 10 0 4 148 1 27 82 1 0
