"datasetID","handle","site","long","lat","state","pi","pre","settlement","notes","type","depth_top","depth_bottom","depth_mid","age","Abies","Thuja","Larix","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff","Tsuga","Acer.rubrum","Acer.saccharum","Acer.spicatum","Acer.undif.","Betula","Betulaceae.undif","Carya","Fraxinus3","Fraxinus4","FraxUnid","Juglans.cinerea","Juglans.nigra","Juglans.undiff","Liquidambar","Nyssa.sylvatica","Ostrya","Platanus","Populus","Quercus","Fagus","Tilia","Ulmus","Celtis","Corylus","alnus.3.pore","Alnus.4","Alnus.5","AlnusUndif","Cornus","Shepherdia","Ericaceae","Rhamnaceae","Rosaceae","Rubus","Salix","Morus","Myrica.Comptonia","Ilex","Dirca.type","Agoseris","Arceuthobium","Apiaceae.Umbell","Brassicaceae","Caryophylaceae","Epilobium","Euphorbia","Fabaceae","Galium","Humulus","Impatiens","Iva.ciliata","Iva.xanthifolia","Lamiaceae","Maianthemum","Phlox","Plantago","Polygonum.amphibium.type","Polygonum.lapth..Type","Polygonum.sect..Persicaria","Ranunculus","Rumex","Thalictrum","Urtica","Vitus","Xanthium","Ambrosia","Artemisia","Poaceae","Zea","Chenopodaceae","Sarcobatus","Tubuliflorae","Liguliflorae","Ephedra","Cyperaceae","Eriophorum","Drosera","Brasenia","Caltha","Lemna","Typha.lat.","Typha.ang","Typha.undif","Nuphar","Nymphaea","Myriophyllum","Isoetes","Sagittaria","Ophioglossum","Lyco.annotinum","Lyco.clavatum","Lyco.complanatum","L..inundatum","Lyco.lucidulum","Lyco.obscurum","Lyco.selago","Lyco.undiff","Equisetum","Hippuris","Selaginella.rupestris","Dennstaedtia","Osmunda.cinnemomea","Osmunda.regalis","Osmunda.undiff","Sphagnum","Mono.psil","Mono.ver","Pteridium","Other.Trilete","Trilete.scabrate","Polypodium","Botrychium","cf..Athyrium","cf..Adiantum","Woodsia","Innaperturate.psil","UNK","UNID"
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",125,126,125.5,1446,NA,NA,NA,3,110,36,217,4,1,3,NA,NA,33,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,3,23,NA,NA,7,NA,2,NA,26,26,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,8,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,5
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",134,135,134.5,1557,NA,1,NA,4,92,56,193,NA,1,NA,NA,NA,70,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,28,NA,NA,6,NA,2,NA,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,2,6,NA,2,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",144,145,144.5,1681,2,1,0,9,139,43,203,1,NA,NA,NA,NA,77,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,29,NA,1,5,NA,5,NA,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",149,150,149.5,1743,NA,NA,NA,2,86,28,199,NA,1,NA,NA,NA,54,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,1,23,NA,1,3,NA,1,NA,19,15,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,5
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",155,156,155.5,1818,1,2,NA,1,71,16,124,NA,NA,4,NA,NA,75,1,NA,4,NA,NA,NA,1,NA,NA,NA,8,NA,1,32,NA,NA,7,NA,2,NA,19,26,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,NA,2,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",161,162,161.5,1892,NA,NA,NA,3,80,26,139,NA,1,1,NA,NA,68,NA,2,3,1,NA,NA,NA,NA,NA,NA,9,NA,1,33,NA,NA,11,NA,3,NA,21,16,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",167,168,167.5,1966,NA,1,NA,3,117,34,166,NA,1,1,NA,NA,54,NA,NA,3,NA,2,NA,NA,NA,NA,NA,4,NA,NA,16,NA,NA,4,NA,2,NA,13,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,11,NA,1,NA,4,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3
"CLH1","ELEVENSES","Elevenses",-91.496,46.382,"wisconsin","R. Calcote",NA,NA,NA,"",173,174,173.5,2041,NA,NA,NA,2,60,11,169,1,NA,2,NA,NA,70,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,29,NA,NA,9,NA,4,NA,16,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,NA,2,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"Surf",0,1,0.5,-50,1,1,NA,3,54,3,135,1,NA,3,NA,NA,56,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,16,86,1,NA,3,NA,NA,NA,16,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,6,NA,12,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,10
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",11,12,11.5,-37,1,1,2,2.5,49,12,168,1,NA,NA,NA,NA,60,NA,1,1,3,NA,1,NA,NA,NA,NA,1,1,9,43,NA,2,1,1,2,NA,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,4,9,NA,6,NA,3,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",24,25,24.5,-28,NA,NA,NA,3.5,48,9,217,1,NA,5,NA,NA,57,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,3,54,NA,1,7,NA,4,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,48,9,8,NA,11,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",34,35,34.5,-21,NA,1,NA,3.5,45,15,211,2,1,NA,NA,NA,45,NA,1,5,NA,NA,1,NA,NA,NA,NA,1,NA,7,32,NA,NA,6,NA,2,NA,11,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,6,8,NA,9,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,11
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",44,45,44.5,-13,2,2,NA,5,46,10,209,4,NA,1,NA,NA,34,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1,NA,3,55,NA,NA,6,1,2,NA,11,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,3,17,NA,6,NA,3,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",54,55,54.5,-3,1,1,1,2.5,30,7,224,2,2,5,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,38,NA,NA,4,NA,1,NA,11,2,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,9,7,NA,7,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",64,65,64.5,11,1,4,NA,6,73,24,216,3,NA,3,NA,NA,53,NA,NA,1,3,NA,NA,NA,NA,NA,NA,1,1,2,29,NA,NA,4,NA,2,NA,10,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,10,NA,3,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,8
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",69,70,69.5,25,2,1,1,4,56,8,191,1,NA,2,NA,NA,38,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,3,37,NA,NA,6,NA,4,NA,20,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,40,10,16,NA,5,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",73,74,73.5,46,1,2,NA,3.5,61,13,203,2,NA,1,NA,NA,40,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,NA,6,35,NA,NA,4,NA,4,NA,16,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,11,13,NA,12,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",75,76,75.5,59,2,5,NA,7,83,12,201,NA,1,2,NA,NA,58,NA,1,4,NA,NA,1,NA,NA,NA,NA,1,2,5,41,NA,1,3,NA,2,NA,15,5,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,34,5,13,NA,6,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,7
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"",77,78,77.5,73,2,1,1,4,49,20,232,1,1,3,NA,NA,39,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,30,NA,NA,4,NA,2,NA,16,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,35,4,7,NA,3,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4
"CLH2","FERR01X","Ferr01X",-92.125,46.013,"wisconsin","R. Calcote",NA,NA,NA,"Pre",79,80,79.5,75,NA,NA,1,10,84,33,246,3,NA,2,NA,NA,44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,27,NA,NA,4,NA,2,NA,7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,3,NA,2,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",0,1,0.5,-54,NA,NA,NA,NA,15,12,31,NA,3,NA,NA,NA,43,NA,1,4,NA,4,NA,NA,NA,NA,NA,1,NA,18,84,NA,1,3,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,14,3,7,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",9,10,9.5,19,NA,NA,NA,3,22,22,54,1,NA,1,NA,NA,25,NA,NA,1,1,2,NA,1,NA,NA,NA,1,NA,8,64,NA,NA,1,NA,1,NA,9,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,4,10,1,7,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",14,15,14.5,60,1,1,NA,3,26,9,76,1,NA,2,1,NA,37,NA,NA,1,2,3,NA,NA,NA,NA,NA,2,NA,9,44,NA,NA,7,NA,3,NA,7,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,5,NA,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"Pre",16,17,16.5,76,1,2,4,8,54,73,142,3,2,5,NA,NA,86,NA,1,5,NA,5,1,NA,NA,NA,NA,9,NA,6,56,1,2,8,NA,2,NA,11,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,2,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,9
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",17,18,17.5,95,1,2,NA,6,43,41,108,NA,NA,2,NA,NA,76,1,1,5,1,6,NA,NA,NA,NA,NA,9,NA,NA,41,5,NA,6,NA,1,NA,15,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,9,NA,3,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",19,20,19.5,133,NA,1,1,NA,20,41,65,2,NA,1,NA,NA,50,NA,NA,1,2,3,NA,3,NA,NA,NA,1,NA,3,42,NA,1,6,NA,1,NA,6,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",23,24,23.5,210,1,NA,NA,1,10,17,101,1,NA,5,NA,NA,63,NA,1,5,NA,5,NA,1,NA,NA,NA,9,NA,5,37,NA,NA,4,NA,1,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",26,27,26.5,267,NA,1,NA,1,7,13,126,NA,1,1,NA,NA,47,3,1,1,1,2,NA,1,NA,NA,NA,5,NA,2,30,NA,NA,6,NA,3,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",28,29,28.5,305,NA,3,NA,1,18,21,95,1,3,4,NA,NA,43,NA,NA,3,NA,3,NA,NA,NA,NA,NA,13,NA,6,29,NA,1,3,NA,1,NA,6,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",32,33,32.5,381,0,NA,NA,2,17,20,114,1,1,2,NA,NA,33,NA,1,1,1,2,NA,NA,NA,NA,NA,5,NA,1,25,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"CLH3","HELLHOLE","HellHole",-92.219,45.7865,"wisconsin","R. Calcote",NA,NA,NA,"",36,37,36.5,458,NA,NA,1,4,27,41,113,NA,1,3,NA,NA,37,NA,1,2,1,3,NA,1,NA,NA,NA,4,NA,2,38,NA,NA,2,NA,4,NA,11,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3
