"x","y","region","water","Ash","Basswood","Beech","Birch","Cherry","Dogwood","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
877000,574000,"michigan_south",0,0.134508,0.01021,0.5824648,0.0009156,0.0077004,0.0027464,0.1109256,2.48e-05,0.0001152,0.0142376,0.0128924,0.0454712,0.0382044,0.0002268,7.64e-05,0.0146356,0.006354,0.0045296,0.0006844,0.0001496,0.0129272
885000,574000,"michigan_south",0,0.1361008,0.0102016,0.4160312,0.0008652,0.0138828,0.003108,0.075718,4.4e-05,0.000132,0.017598,0.0136292,0.0633524,0.1847948,0.0001676,8.76e-05,0.013788,0.0045872,0.0043476,0.0005612,0.0002192,0.0407836
893000,574000,"michigan_south",0,0.114898,0.0100104,0.568798,0.0007188,0.013668,0.0017592,0.0772568,2.64e-05,0.000128,0.0095468,0.0167632,0.0342348,0.1179536,0.0001672,7.08e-05,0.0124564,0.0040048,0.0038056,0.0003512,0.0001212,0.0132608
901000,574000,"michigan_south",0,0.2001136,0.0166392,0.3455288,0.001266,0.0080296,0.0019492,0.1322364,6.84e-05,0.0001596,0.0219532,0.0325824,0.0729296,0.0788324,0.0002628,0.0001564,0.0405944,0.00542,0.0098804,0.0004836,0.0002976,0.0306164
909000,574000,"michigan_south",0,0.1138004,0.0197056,0.271144,0.0011748,0.0045956,0.0016708,0.132756,5.48e-05,0.0002088,0.0431552,0.0389724,0.1482232,0.1452948,0.0002328,0.0001828,0.0108416,0.0042064,0.0461052,0.0004772,0.00035,0.0168476
917000,574000,"michigan_south",0,0.189954,0.0283928,0.2206196,0.0012216,0.0029628,0.001522,0.1273444,7.64e-05,0.0001464,0.053386,0.0273352,0.0961848,0.176246,0.0001684,0.0001344,0.0083076,0.0038388,0.0341136,0.0004388,0.0003424,0.027264
925000,574000,"michigan_south",0,0.1958476,0.0489848,0.0725096,0.0012664,0.0027676,0.0016024,0.138742,8.28e-05,0.0002256,0.0767516,0.0249644,0.1515744,0.2115676,0.0004408,0.0001584,0.0102468,0.0054924,0.0148612,0.0005284,0.0004528,0.0409324
933000,574000,"michigan_south",0,0.2006876,0.0622468,0.1460692,0.0011668,0.002752,0.0013304,0.1183448,5.56e-05,0.000256,0.0587448,0.0222856,0.188574,0.1435452,0.0004768,0.0002168,0.0053708,0.0067996,0.024272,0.0004984,0.0005452,0.0157616
941000,574000,"michigan_south",0,0.265978,0.0860664,0.14684,0.0011268,0.0019428,0.000854,0.094168,5.4e-05,0.0002632,0.0670908,0.0167916,0.1041772,0.153368,0.0002916,0.0002548,0.0030112,0.0053576,0.0365224,0.0006484,0.000472,0.0147212
949000,574000,"michigan_south",0,0.2590792,0.104408,0.10953,0.0011116,0.0021308,0.0012556,0.0972848,6.88e-05,0.0002384,0.0933024,0.0137224,0.0824812,0.1283628,0.000286,0.0002844,0.0025604,0.0053428,0.0779532,0.0004704,0.00052,0.0196068
957000,574000,"michigan_south",0,0.295984,0.0795068,0.0729856,0.001082,0.0025936,0.0009044,0.0887216,6.12e-05,0.0003024,0.0646164,0.0130952,0.0956904,0.1385296,0.0001824,0.0002656,0.0018808,0.0078388,0.098166,0.000648,0.0006876,0.0362576
965000,574000,"michigan_south",0,0.0731884,0.016948,0.0106632,0.0002712,0.0009844,0.000466,0.04869,1.12e-05,0.0001012,0.0596124,0.0037136,0.0187164,0.727862,6.36e-05,4.4e-05,0.0004568,0.0032552,0.0214612,0.0001608,0.000226,0.0131044
973000,574000,"michigan_south",0,0.0750008,0.015456,0.0097204,0.000322,0.0011372,0.0004352,0.0424388,1.12e-05,0.0001116,0.0645168,0.0037956,0.014132,0.7200536,9e-05,8.64e-05,0.0004804,0.010988,0.0262188,0.0002064,0.0002388,0.01456
981000,574000,"michigan_south",26,0.1082088,0.0222008,0.015598,0.0005492,0.0020444,0.000764,0.0520284,1.76e-05,0.0001284,0.0916572,0.0068916,0.0236428,0.564836,0.0001784,9.96e-05,0.0005444,0.006382,0.0569328,0.0003992,0.0004292,0.0464672
741000,582000,"michigan_south",0,0.013362,0.0116668,0.018208,0.0003944,0.0005872,0.0001084,0.01185,4.4e-06,9.72e-05,0.077604,0.0028704,0.0140092,0.8325896,0.0002288,3.4e-05,0.0045288,0.0008524,0.0024248,0.0008444,4.12e-05,0.007694
749000,582000,"michigan_south",0,0.0090876,0.0055648,0.0088216,0.0002488,0.0002936,3.96e-05,0.00885,2e-06,4.88e-05,0.0718384,0.0015416,0.0080152,0.8763148,7.2e-05,2.12e-05,0.0012488,0.0006384,0.0012896,0.0007376,2.2e-05,0.0053036
757000,582000,"michigan_south",0,0.0164772,0.0046652,0.0081508,0.0003936,0.0005228,8e-05,0.0081872,3.6e-06,5.52e-05,0.1952952,0.0024092,0.0090028,0.7130328,9.04e-05,1.6e-05,0.001506,0.000824,0.0024588,0.0006848,4.36e-05,0.0361008
765000,582000,"michigan_south",0,0.0053984,0.0011948,0.0043892,0.0001428,0.0001616,3.48e-05,0.0025312,8e-07,1.36e-05,0.1434052,0.0007364,0.003,0.8327928,5.76e-05,3.6e-06,0.0007984,0.000454,0.0007664,0.0001592,1.04e-05,0.0039488
773000,582000,"michigan_south",0,0.0197948,0.0022456,0.0230204,0.0002992,0.0004484,6.32e-05,0.0062432,2e-06,4.64e-05,0.1380524,0.0023172,0.0071672,0.790228,7.08e-05,1.56e-05,0.0032184,0.0010844,0.0015496,0.0003664,1.16e-05,0.0037552
781000,582000,"michigan_south",0,0.0425252,0.0054856,0.0686724,0.000724,0.0011212,0.0002732,0.01617,5.2e-06,5.68e-05,0.0384864,0.0055328,0.0317528,0.770148,9.12e-05,3.24e-05,0.0045604,0.002402,0.0039732,0.0004788,3e-05,0.0074784
789000,582000,"michigan_south",0,0.0130556,0.0024336,0.0163088,0.0002944,0.0005832,9.36e-05,0.007662,2.8e-06,2.72e-05,0.012782,0.0031712,0.0053388,0.9249696,3.4e-05,2e-05,0.0020236,0.001298,0.0038432,0.0002112,1e-05,0.0058372
797000,582000,"michigan_south",0,0.0061008,0.0012836,0.0038532,0.0001692,0.0002532,6.48e-05,0.0040128,0,1.68e-05,0.0556964,0.0016964,0.002348,0.910826,1.48e-05,5.2e-06,0.0015196,0.0004104,0.0020784,8.6e-05,3.2e-06,0.0095612
805000,582000,"michigan_south",0,0.005082,0.0009144,0.0028288,0.0001544,0.000208,8.12e-05,0.0039116,2.4e-06,1.04e-05,0.0756876,0.0012972,0.0020084,0.8969764,1.56e-05,3.6e-06,0.0019844,0.0002276,0.0023884,9.28e-05,8e-07,0.006124
813000,582000,"michigan_south",0,0.007122,0.0013584,0.0041428,0.0002184,0.0003288,0.0001896,0.0067956,4e-07,3e-05,0.0741856,0.0018228,0.002686,0.8679652,2.88e-05,6.8e-06,0.0102224,0.0003604,0.002906,0.0001744,1.16e-05,0.019444
821000,582000,"michigan_south",0,0.0036672,0.0005472,0.0020136,7.6e-05,0.0001484,0.0001156,0.0024748,0,1.32e-05,0.0750456,0.0006148,0.0013672,0.9083648,3.2e-06,2.4e-06,0.0016548,9.92e-05,0.0012768,5.28e-05,1.2e-06,0.0024612
829000,582000,"michigan_south",0,0.0072684,0.000914,0.0050456,0.0001164,0.0001808,0.0001352,0.003996,4e-07,2.8e-05,0.0434088,0.0007544,0.0021756,0.9285968,1.72e-05,3.6e-06,0.0014844,0.0001764,0.0010148,9.68e-05,1.08e-05,0.0045756
837000,582000,"michigan_south",0,0.0346092,0.0039152,0.0322132,0.000794,0.0006552,0.0005184,0.0148964,6e-06,0.0001256,0.0384832,0.0029856,0.005956,0.8509736,4.88e-05,1.56e-05,0.0032832,0.0006836,0.0043752,0.0005548,2.56e-05,0.0048816
845000,582000,"michigan_south",0,0.05501,0.0073236,0.094542,0.0007228,0.0012548,0.0008124,0.0183088,7.6e-06,0.000126,0.1035776,0.0069916,0.0103524,0.683802,9.48e-05,2.92e-05,0.0062612,0.0007764,0.0022996,0.0028952,4.56e-05,0.0047664
853000,582000,"michigan_south",0,0.0510492,0.0040168,0.0576612,0.0004524,0.0014812,0.0006912,0.0201312,4e-06,7.24e-05,0.0320144,0.0049272,0.010298,0.7989736,3.68e-05,1.68e-05,0.0090628,0.00057,0.0018472,0.0029584,4.24e-05,0.0036928
861000,582000,"michigan_south",0,0.028508,0.0030452,0.0780192,0.0002628,0.0036412,0.0006396,0.0131564,6.8e-06,3.92e-05,0.0071244,0.0039216,0.01419,0.8066408,2.68e-05,2e-05,0.0359072,0.0006468,0.001084,0.0004956,2.96e-05,0.0025948
869000,582000,"michigan_south",0,0.1183592,0.0175508,0.1925764,0.0009224,0.0066128,0.0022888,0.046438,2.48e-05,0.0002128,0.0269676,0.0177464,0.0701484,0.4438152,0.0001548,5.76e-05,0.0442052,0.0024684,0.0023156,0.0007056,0.0001228,0.0063064
877000,582000,"michigan_south",0,0.107642,0.0123496,0.5395368,0.0008604,0.0063932,0.0028104,0.067056,1.6e-05,8.52e-05,0.0105324,0.0104132,0.1405756,0.0452292,0.0001856,6.6e-05,0.0426556,0.0036872,0.0025536,0.0005272,0.000114,0.0067108
885000,582000,"michigan_south",0,0.1077388,0.0109428,0.386922,0.0008144,0.0075772,0.0070524,0.0670372,4e-05,0.0001156,0.0086852,0.0101972,0.066088,0.2218028,0.0001732,9.2e-05,0.0884344,0.0045192,0.0022124,0.0004308,0.00025,0.0088744
893000,582000,"michigan_south",0,0.1167748,0.0160016,0.4732644,0.0011392,0.0216612,0.002526,0.0753832,3.84e-05,0.0001356,0.0102616,0.0170832,0.0421484,0.1529956,0.0002768,7.44e-05,0.0441792,0.0123436,0.003388,0.000356,0.0002448,0.009724
901000,582000,"michigan_south",0,0.125782,0.0265492,0.3958752,0.0016092,0.0204272,0.001752,0.10099,5.52e-05,0.0003008,0.0129444,0.0614736,0.0965424,0.0839112,0.0003524,0.0001788,0.0355832,0.0058016,0.0068652,0.0004184,0.00028,0.022308
909000,582000,"michigan_south",0,0.1163044,0.0257624,0.3844172,0.0013852,0.005034,0.0012736,0.121418,4.2e-05,0.0002688,0.0341524,0.0412496,0.1012952,0.0926216,0.0003308,0.0002108,0.014664,0.0044292,0.0238628,0.0003812,0.0003728,0.030524
917000,582000,"michigan_south",0,0.147328,0.0209076,0.2543508,0.0009176,0.001952,0.0009752,0.0731932,2.6e-05,0.0002076,0.1068764,0.0270648,0.0730392,0.2219664,0.0002728,0.0001464,0.0162228,0.0038568,0.0096596,0.0002716,0.0002112,0.040554
925000,582000,"michigan_south",0,0.233638,0.0363196,0.0934744,0.0011448,0.001944,0.0011344,0.0794556,4.44e-05,0.0002216,0.0433024,0.0240996,0.0688316,0.247594,0.0004772,0.0001992,0.1077432,0.0063832,0.0101496,0.0004556,0.000288,0.0430996
933000,582000,"michigan_south",0,0.1743828,0.03713,0.0839168,0.0009616,0.0013668,0.0008264,0.1342104,3.36e-05,0.0002156,0.0533152,0.0170132,0.0600388,0.3705588,0.00031,0.00018,0.0089064,0.0175452,0.0109956,0.0002944,0.0005744,0.027224
941000,582000,"michigan_south",0,0.192804,0.0699528,0.1158236,0.0012108,0.00188,0.0009084,0.146798,6.2e-05,0.0002752,0.0734736,0.0339648,0.0721156,0.1932024,0.0002736,0.0002312,0.0038812,0.0092972,0.0377268,0.000366,0.0009452,0.0448076
949000,582000,"michigan_south",0,0.2486832,0.1221852,0.0776324,0.0011356,0.0022012,0.0009704,0.1246204,6.52e-05,0.000266,0.0626964,0.0154148,0.0645396,0.143206,0.0002232,0.0002564,0.0022628,0.0060276,0.0476924,0.0003292,0.0009756,0.0786164
957000,582000,"michigan_south",0,0.2381508,0.0566968,0.0331716,0.0010604,0.003046,0.000882,0.1675844,4.56e-05,0.0002668,0.0354748,0.0207536,0.0976224,0.1701072,0.0004124,0.0002604,0.0017168,0.0072404,0.112454,0.0004088,0.001042,0.0516028
965000,582000,"michigan_south",0,0.0607672,0.016322,0.0067708,0.000292,0.0010848,0.0001984,0.0979548,1.48e-05,7.44e-05,0.0299712,0.0037808,0.016204,0.7199424,8.52e-05,5.12e-05,0.0004172,0.0029096,0.0203908,0.000184,0.00026,0.0223244
973000,582000,"michigan_south",0,0.0411888,0.0091136,0.002948,0.000136,0.000462,0.000176,0.0257336,4.8e-06,2.6e-05,0.03785,0.001616,0.006366,0.8475976,6.64e-05,1.72e-05,0.0002336,0.0020332,0.0063696,9.48e-05,0.0001084,0.0178584
981000,582000,"michigan_south",0,0.0923728,0.014614,0.0070472,0.0003396,0.0012736,0.0004508,0.043626,1.24e-05,1e-04,0.0914712,0.0036916,0.0148076,0.6874724,0.0001048,6.12e-05,0.000412,0.0031292,0.0111492,0.0002052,0.0002164,0.0274428
717000,590000,"michigan_south",6,0.1281292,0.0904468,0.4232152,0.0040352,0.024438,0.0003784,0.0477588,7.08e-05,0.0020556,0.0077892,0.0150556,0.1015868,0.0431164,0.0626524,0.000474,0.0042012,0.008026,0.0197412,0.0011076,0.0007324,0.0149892
725000,590000,"michigan_south",0,0.1558796,0.1330548,0.3428276,0.0046444,0.0075756,0.0004572,0.0967292,0.0001508,0.0034724,0.0097676,0.0253948,0.0785592,0.037656,0.0094312,0.0006376,0.0121256,0.0108992,0.0402544,0.0019428,0.0010304,0.0275096
733000,590000,"michigan_south",0,0.108418,0.0941568,0.3422176,0.0031564,0.0042632,0.0003964,0.0601768,7.24e-05,0.001716,0.0148064,0.018402,0.0617968,0.2082164,0.0030448,0.0003364,0.0401488,0.0043912,0.0115936,0.0022528,0.0006276,0.0198096
741000,590000,"michigan_south",0,0.0544164,0.0409648,0.2149072,0.0016996,0.0019396,0.0002688,0.037902,5.36e-05,0.0006912,0.0381408,0.0087208,0.0452432,0.4723872,0.0017076,0.0001608,0.0436912,0.0025904,0.0050492,0.0018568,0.0002356,0.0273732
749000,590000,"michigan_south",0,0.06633,0.0400344,0.1579,0.00227,0.0025012,0.000412,0.0528464,1.56e-05,0.0005968,0.1033784,0.0082208,0.0923512,0.4314952,0.0008472,0.0001944,0.0086804,0.0031084,0.004982,0.0033244,0.0002356,0.0202756
757000,590000,"michigan_south",0,0.0135404,0.0046872,0.0115996,0.0005752,0.0006792,6.64e-05,0.007844,2e-06,5.96e-05,0.1019244,0.001864,0.0118368,0.7989764,0.0001704,2.32e-05,0.0017652,0.0007216,0.0018744,0.0009636,3.64e-05,0.04079
765000,590000,"michigan_south",0,0.0050464,0.0013796,0.0043644,0.0003372,0.0004008,1.96e-05,0.0030196,0,1.8e-05,0.0871476,0.0008312,0.0038228,0.8870848,6.64e-05,6.8e-06,0.0012288,4e-04,0.000434,0.0002236,6e-06,0.0041624
773000,590000,"michigan_south",0,0.0291424,0.005216,0.0585484,0.0012648,0.0015056,0.0001876,0.0179456,8e-06,0.0001072,0.0889236,0.005984,0.0147448,0.7217468,0.0003852,4.92e-05,0.0327036,0.0034356,0.0018788,0.0008064,4.72e-05,0.0153692
781000,590000,"michigan_south",0,0.0672596,0.0130904,0.3630284,0.0024396,0.002766,0.000402,0.0283396,1.48e-05,0.0002068,0.0220244,0.0104284,0.0478476,0.371534,0.0004412,0.0001088,0.031038,0.0058064,0.0037852,0.00122,9.08e-05,0.028128
789000,590000,"michigan_south",0,0.0504052,0.0149264,0.0802228,0.0021164,0.0052432,0.0004268,0.0280708,1.6e-05,0.0002316,0.0327192,0.022596,0.0177764,0.6429152,0.0002992,0.000134,0.0138536,0.019996,0.0063736,0.0010268,8.48e-05,0.060566
797000,590000,"michigan_south",0,0.0067476,0.0015116,0.0045252,0.0002072,0.0003836,7.4e-05,0.0041016,0,1.6e-05,0.044868,0.0019936,0.0017176,0.9055916,3.64e-05,8.4e-06,0.0014428,0.0006448,0.002212,0.0001144,1.4e-05,0.0237896
805000,590000,"michigan_south",0,0.0082432,0.0015292,0.003016,0.0002248,0.0004624,0.000116,0.007596,4e-07,2.76e-05,0.0408332,0.001802,0.0023188,0.9004408,3.64e-05,8.8e-06,0.0019996,0.0004256,0.0082576,0.0002164,1.6e-05,0.0224292
813000,590000,"michigan_south",0,0.0020292,0.0003808,0.0010656,3.92e-05,0.000126,2.36e-05,0.001554,0,5.6e-06,0.02324,0.0003568,0.0007188,0.964718,6.8e-06,2e-06,0.0009452,5.68e-05,0.0011272,3.76e-05,8e-07,0.003566
821000,590000,"michigan_south",0,0.003438,0.0004492,0.0022768,7.92e-05,0.000104,6.16e-05,0.0023444,8e-07,4e-06,0.0166976,0.0003988,0.001076,0.9674944,6.8e-06,2e-06,0.0011328,8.24e-05,0.0022728,4e-05,4e-07,0.002038
829000,590000,"michigan_south",0,0.057472,0.006774,0.0501056,0.001042,0.0013384,0.0005328,0.0307624,1.36e-05,0.000184,0.0300196,0.0037524,0.0152544,0.7741744,0.000142,3.28e-05,0.0131048,0.0011024,0.00346,0.0006076,3.52e-05,0.0100896
837000,590000,"michigan_south",0,0.1377224,0.016136,0.2440212,0.002428,0.0035264,0.0013916,0.0428056,2.36e-05,0.0012148,0.0204812,0.0079928,0.0339564,0.398478,0.0002384,7.52e-05,0.0110444,0.004132,0.0052888,0.0014856,0.0001192,0.0674384
845000,590000,"michigan_south",0,0.1126816,0.0123016,0.255346,0.0016648,0.0026608,0.0014316,0.048062,1.96e-05,0.0003024,0.0167092,0.0074412,0.0325056,0.4589924,6.48e-05,5.64e-05,0.0303732,0.0020508,0.003412,0.0018868,0.000104,0.0119332
853000,590000,"michigan_south",0,0.0794448,0.0073804,0.5314128,0.0010284,0.0024848,0.0010764,0.0378896,7.6e-06,0.0001632,0.0122544,0.007138,0.0286432,0.2319796,1e-04,2.68e-05,0.040686,0.0011392,0.0025396,0.001616,7.32e-05,0.012916
861000,590000,"michigan_south",0,0.1113184,0.0129188,0.4272268,0.0012856,0.0061828,0.0015976,0.0629852,2.92e-05,0.0001988,0.0135424,0.0146264,0.0668544,0.2221132,0.0001464,8.4e-05,0.0333096,0.0024064,0.003226,0.0016716,0.0001368,0.0181396
869000,590000,"michigan_south",0,0.16039,0.0213136,0.4919336,0.0012556,0.0064388,0.001688,0.0840192,3.08e-05,0.0001728,0.013466,0.0130224,0.0588204,0.1175156,0.000212,8.12e-05,0.0151912,0.0030676,0.0023196,0.00084,0.0001772,0.0080444
877000,590000,"michigan_south",0,0.1117784,0.0222028,0.512332,0.0012548,0.011006,0.0022764,0.0702284,3.56e-05,0.0001824,0.0222368,0.011312,0.0936816,0.0878988,0.0002844,0.0001048,0.0368188,0.004066,0.0022448,0.0006636,0.0001612,0.0092304
885000,590000,"michigan_south",0,0.0916676,0.0181832,0.3623304,0.0011772,0.0073788,0.0064212,0.0717952,3.4e-05,0.0001656,0.0158612,0.0153052,0.0887048,0.2407432,0.0003032,0.0001028,0.0459292,0.0079876,0.0021452,0.0005916,0.000268,0.0229048
893000,590000,"michigan_south",0,0.0828088,0.0165368,0.2244928,0.00123,0.0065992,0.0017952,0.0915904,4.44e-05,0.00016,0.0285428,0.0170688,0.0511808,0.3713056,0.0003136,9.72e-05,0.0766356,0.0060624,0.0024248,0.0003316,0.0001864,0.0205928
901000,590000,"michigan_south",0,0.089292,0.0264736,0.4391948,0.0025588,0.0080808,0.0014756,0.105582,7.44e-05,0.0002184,0.0155512,0.0634396,0.1168692,0.0714556,0.0006684,0.00018,0.0196384,0.007178,0.0061048,0.0003648,0.0003292,0.0252704
909000,590000,"michigan_south",0,0.1450292,0.0389076,0.4350612,0.001766,0.0040968,0.0015968,0.0862808,5.72e-05,0.0002416,0.035988,0.0510764,0.0540664,0.0263636,0.0005136,0.0001492,0.03595,0.0059412,0.036358,0.0005048,0.0004496,0.039602
917000,590000,"michigan_south",0,0.1930468,0.0202508,0.3835704,0.0010544,0.0020056,0.0012008,0.0476796,3.72e-05,0.0001364,0.0333212,0.0398772,0.0542896,0.1319176,0.000388,0.000138,0.0656168,0.0040636,0.0073248,0.000288,0.000322,0.0134712
925000,590000,"michigan_south",0,0.1260624,0.0373332,0.457894,0.0008908,0.0021516,0.0009548,0.0588232,4.48e-05,0.00016,0.0170308,0.0222848,0.0826488,0.1218208,0.0002832,0.0001576,0.031108,0.006052,0.015652,0.00029,0.0004468,0.0179104
933000,590000,"michigan_south",0,0.1034904,0.0607148,0.0920784,0.0009624,0.0017424,0.0006852,0.1184456,4e-05,0.0002136,0.041678,0.0147676,0.0860652,0.4112744,0.0001788,0.0001828,0.0145248,0.0222468,0.0085824,0.0002268,0.0005172,0.0213824
941000,590000,"michigan_south",0,0.1681156,0.058,0.052422,0.0007848,0.0015212,0.000846,0.1081424,5.32e-05,0.0002064,0.1047592,0.0179856,0.0453136,0.3759232,0.0002272,0.0002624,0.0033912,0.0112496,0.0148844,0.0002588,0.000736,0.0349172
949000,590000,"michigan_south",0,0.2485476,0.116208,0.1400308,0.0010344,0.002418,0.0007724,0.1244704,6.36e-05,0.0003372,0.0230348,0.0199724,0.0706404,0.204718,0.0003292,0.0002212,0.0025392,0.0077552,0.0177764,0.0002936,0.0016768,0.0171604
957000,590000,"michigan_south",0,0.2057768,0.0853632,0.0189756,0.000884,0.005458,0.000596,0.1568616,4.08e-05,0.0002776,0.0167112,0.0113644,0.0486904,0.3621456,0.0002804,0.0002464,0.0015348,0.0140572,0.0377944,0.0003216,0.001168,0.031452
965000,590000,"michigan_south",0,0.0203032,0.0064644,0.0018212,4.8e-05,0.0002444,3.64e-05,0.0184812,8e-07,1.76e-05,0.0040316,0.00075,0.005012,0.9356164,2.56e-05,8.4e-06,8.4e-05,0.0007068,0.002626,2.92e-05,5.08e-05,0.003642
973000,590000,"michigan_south",0,0.0422792,0.0096332,0.00309,0.0001268,0.0005852,0.000122,0.040276,9.6e-06,4.08e-05,0.0253832,0.0020436,0.0081432,0.8280496,4e-05,3.28e-05,0.0002848,0.0013852,0.0043588,8.48e-05,0.0001744,0.0338568
981000,590000,"michigan_south",0,0.0677524,0.0151072,0.0071916,0.000258,0.0012796,0.0002864,0.0536868,7.6e-06,6.96e-05,0.1002632,0.0039708,0.0157964,0.7067484,0.0001192,8.52e-05,0.0004048,0.00222,0.007046,0.0001424,0.0002808,0.0172836
989000,590000,"michigan_south",28,0.1098992,0.030414,0.0208828,0.0005444,0.0029716,0.0005788,0.0663252,2.4e-05,0.0001696,0.0694368,0.0078604,0.036812,0.609702,0.0001016,0.0001176,0.0012252,0.0030736,0.0124264,0.0002768,0.000468,0.02669
725000,598000,"michigan_south",1,0.0692524,0.0531064,0.523336,0.0053132,0.0065296,0.0004612,0.039514,8.8e-05,0.0135992,0.0079544,0.0176068,0.1044424,0.0476372,0.046016,0.0006108,0.00621,0.004978,0.0163588,0.0015248,0.001632,0.0338288
733000,598000,"michigan_south",0,0.0630812,0.0541776,0.2680744,0.0031436,0.003958,0.0003872,0.0461012,5.16e-05,0.0025424,0.0095496,0.0118568,0.0657268,0.3584992,0.0050832,0.0005348,0.0250744,0.0041836,0.0192032,0.0018984,0.0011932,0.0556796
741000,598000,"michigan_south",0,0.0598144,0.0469356,0.4322616,0.0028304,0.0032096,0.0003912,0.040826,3.68e-05,0.0013704,0.0113464,0.0117928,0.1309748,0.188204,0.0025776,0.0003796,0.02008,0.00334,0.0085492,0.0027436,0.0007152,0.0316208
749000,598000,"michigan_south",0,0.0599744,0.0355144,0.2120436,0.002554,0.0031356,0.0003896,0.0554836,2.28e-05,0.0007664,0.0159756,0.0086288,0.1071636,0.4497232,0.001416,0.0002416,0.0085684,0.002758,0.004504,0.0048956,0.0004304,0.0258104
757000,598000,"michigan_south",0,0.0631704,0.0143732,0.1030252,0.0026404,0.0034484,0.0003332,0.028322,3.12e-05,0.0005648,0.0511356,0.0077556,0.0572332,0.6257048,0.0011308,0.000124,0.004392,0.0024072,0.0067452,0.007896,0.0002088,0.019358
765000,598000,"michigan_south",0,0.0322336,0.0113156,0.065256,0.0027472,0.0131648,0.0002928,0.0227836,2.52e-05,0.0002896,0.0812128,0.0048572,0.0557372,0.640594,0.0012344,0.0001092,0.0054572,0.0030052,0.0022624,0.0018172,0.0001192,0.0554856
773000,598000,"michigan_south",0,0.0503404,0.0132604,0.280988,0.0042276,0.0061092,0.0004372,0.037218,2e-05,0.0003708,0.0794076,0.0080488,0.0528072,0.3735656,0.001176,0.0001364,0.03481,0.0194876,0.0028912,0.0016052,0.000182,0.0329108
781000,598000,"michigan_south",0,0.0352544,0.0103112,0.2205504,0.003158,0.0032752,0.0002472,0.0283836,1.28e-05,0.000256,0.0312784,0.0074652,0.0660232,0.54838,0.0004864,6.68e-05,0.02491,0.0051628,0.0024136,0.0011344,0.0001044,0.011126
789000,598000,"michigan_south",0,0.0317008,0.012218,0.1107456,0.0014952,0.0019764,0.000154,0.0124068,9.2e-06,0.000156,0.0518052,0.0108288,0.0141136,0.724442,0.0002032,4.52e-05,0.0064404,0.0025172,0.0029888,0.0008368,4.52e-05,0.0148716
797000,598000,"michigan_south",0,0.0395292,0.0078656,0.0349332,0.0011988,0.002194,0.0002872,0.014478,9.2e-06,0.0001076,0.0873136,0.0081636,0.0072992,0.7417032,0.0001512,3.72e-05,0.0053484,0.0016976,0.0118248,0.0007636,4.88e-05,0.035046
805000,598000,"michigan_south",0,0.0037968,0.0006184,0.0023524,9.68e-05,0.0002096,4.04e-05,0.0021896,1.2e-06,1.12e-05,0.0468224,0.0005788,0.000934,0.9332568,1.8e-05,1.6e-06,0.0010568,0.0001268,0.00131,9.48e-05,2.8e-06,0.0064808
813000,598000,"michigan_south",0,0.0031148,0.0004368,0.002014,9.96e-05,0.0001584,5.76e-05,0.0018852,4e-07,9.2e-06,0.0599956,0.0003472,0.0009456,0.9245744,7.2e-06,1.6e-06,0.0009384,6.56e-05,0.0008748,7.88e-05,3.2e-06,0.0043916
821000,598000,"michigan_south",0,0.0087584,0.000948,0.0052684,0.0001988,0.0002808,7.32e-05,0.003982,1.6e-06,2.32e-05,0.0651948,0.0006964,0.0019784,0.9006572,1.56e-05,5.2e-06,0.0017476,0.0001464,0.002794,0.0001296,4.8e-06,0.0070956
829000,598000,"michigan_south",0,0.0277616,0.0025632,0.031174,0.0004696,0.000634,0.000194,0.0114516,2.4e-06,6.52e-05,0.01667,0.001626,0.0061532,0.8679124,4.72e-05,8.8e-06,0.0029,0.0003396,0.0019032,0.0002676,1.64e-05,0.02784
837000,598000,"michigan_south",0,0.0939344,0.0116156,0.3578516,0.0018876,0.0056608,0.0010188,0.039814,1.2e-05,0.0003816,0.0332088,0.0057436,0.026234,0.3303576,0.000126,5.24e-05,0.0082372,0.0015656,0.0046136,0.000808,7.08e-05,0.076806
845000,598000,"michigan_south",0,0.054382,0.006428,0.2300892,0.0011036,0.001986,0.000628,0.0250688,5.6e-06,0.0001988,0.0149928,0.0041116,0.03575,0.5906392,9.2e-05,2.68e-05,0.0182484,0.0008044,0.0022252,0.00051,4.04e-05,0.0126692
853000,598000,"michigan_south",0,0.0461024,0.0049572,0.1948,0.0008412,0.0022652,0.0005784,0.0205084,1.04e-05,9.84e-05,0.0108716,0.0061208,0.0257928,0.6692692,5.96e-05,2.28e-05,0.0082736,0.0006256,0.0029996,0.000548,5.44e-05,0.0052004
861000,598000,"michigan_south",0,0.0751436,0.0100236,0.3504704,0.0010368,0.0072152,0.000922,0.0281292,1.52e-05,0.0001152,0.0236444,0.0101144,0.05357,0.4147004,0.0001108,5.72e-05,0.0068368,0.0014732,0.001938,0.0007032,0.000116,0.0136644
869000,598000,"michigan_south",0,0.1183604,0.0097516,0.2556024,0.0008788,0.0056024,0.0009916,0.0398076,1.56e-05,0.000104,0.0138416,0.0123416,0.0352112,0.4902204,0.0002528,6e-05,0.0060252,0.0022944,0.0012472,0.0003912,0.00015,0.00685
