"x","y","region","water","Ash","Atlantic white cedar","Basswood","Beech","Birch","Cherry","Chestnut","Dogwood","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
589000,726000,"wisconsin",0,0.0047008,NA,0.002676,8.28e-05,7.36e-05,0.000438,NA,1.6e-06,0.012816,4e-07,2.8e-06,0.000976,0.0032364,0.0045044,0.9428652,2.4e-05,4e-06,0.0056016,0.0004804,0.0013352,4e-07,1.16e-05,0.0201688
597000,726000,"wisconsin",0,0.026564,NA,0.017684,0.0007044,0.0007312,0.0015268,NA,4e-06,0.1081328,8.8e-06,5.36e-05,0.0019832,0.0299904,0.024926,0.716984,6.6e-05,3.48e-05,0.0364448,0.001652,0.005196,5.2e-06,0.0001636,0.0271444
605000,726000,"wisconsin",0,0.0921372,NA,0.0882112,0.0029136,0.0033432,0.0033588,NA,2.56e-05,0.16236,7e-05,0.0002332,0.0032432,0.1498488,0.1990432,0.2415924,0.0001916,0.0001492,0.0360652,0.0042236,0.0052052,4.48e-05,0.0006932,0.0070468
613000,726000,"wisconsin",0,0.0941324,NA,0.0943208,0.008948,0.0030468,0.0028944,NA,3.48e-05,0.1101104,6.92e-05,0.0003204,0.005698,0.0950832,0.2767852,0.257374,0.0002888,0.0001584,0.0246152,0.0054672,0.0102076,4.12e-05,0.000886,0.009518
621000,726000,"wisconsin",23,0.0976456,NA,0.0434388,0.0149956,0.00273,0.0016136,NA,2.92e-05,0.0799628,4.84e-05,0.0002696,0.0101288,0.0221964,0.230928,0.4628992,0.0004184,0.0001872,0.0039444,0.0029664,0.0027616,2e-05,0.001038,0.021778
757000,726000,"michigan_south",22,0.0512772,NA,0.0119816,0.2323636,0.0147268,0.0010424,NA,0.0003324,0.0132316,7.44e-05,0.2410932,0.0014284,0.0037316,0.0340092,0.1264808,0.2387012,0.0011508,0.0091448,0.0018408,0.0041404,0.0004608,0.005154,0.007634
765000,726000,"michigan_south",0,0.0874252,NA,0.0090528,0.1655652,0.0140372,0.0009648,NA,0.0004556,0.0176188,7.44e-05,0.1623176,0.0012108,0.004334,0.0461896,0.1757716,0.2943716,0.000722,0.0073908,0.0015532,0.0047808,0.0003696,0.0020532,0.0037412
773000,726000,"michigan_south",0,0.0569256,NA,0.010034,0.299294,0.0097556,0.0010088,NA,0.000272,0.0208108,5.88e-05,0.1893392,0.0017132,0.0063624,0.2457616,0.0569672,0.084576,0.000604,0.0053092,0.0014356,0.00537,0.0006336,0.0015416,0.0022268
781000,726000,"michigan_south",0,0.0771732,NA,0.0209316,0.3509072,0.010034,0.001512,NA,0.0002148,0.0635352,8.28e-05,0.050434,0.00387,0.0189908,0.2878724,0.0699332,0.0252348,0.0006296,0.0042752,0.0017116,0.0072064,0.0006104,0.0024332,0.0024076
789000,726000,"michigan_south",0,0.0642248,NA,0.019168,0.369422,0.0078204,0.002212,NA,0.0002256,0.0700676,7.28e-05,0.0127116,0.0103744,0.0146544,0.3707336,0.019886,0.010982,0.0005912,0.0041288,0.00205,0.0134088,0.0005284,0.0045424,0.0021952
797000,726000,"michigan_south",0,0.0257452,NA,0.0141536,0.6068236,0.0051096,0.0029564,NA,0.0001216,0.0399332,6e-05,0.0053028,0.005732,0.0192276,0.1951732,0.0254196,0.00981,0.00027,0.0031032,0.0016224,0.0342024,0.0003908,0.0017788,0.003064
805000,726000,"michigan_south",0,0.0204264,NA,0.0141244,0.1625336,0.0043296,0.0057072,NA,8.44e-05,0.0375336,4.12e-05,0.00329,0.0083096,0.0112092,0.0973456,0.500296,0.1066968,0.000272,0.0037872,0.0014112,0.00407,0.0003668,0.0009368,0.0172284
813000,726000,"michigan_south",0,0.0066156,NA,0.00312,0.0147156,0.0012248,0.0008032,NA,9.2e-06,0.0101524,1e-05,0.000532,0.0093848,0.00316,0.0155556,0.920368,0.007026,4.44e-05,0.0027556,0.0002808,0.0006288,0.0001152,0.0001452,0.0033528
821000,726000,"michigan_south",0,0.0101008,NA,0.00528,0.0202588,0.0018692,0.000956,NA,1.88e-05,0.0098496,1.44e-05,0.000536,0.0118448,0.0060788,0.016712,0.8561816,0.0164036,5.68e-05,0.0346272,0.0005228,0.0008748,0.0001924,0.00018,0.0074416
829000,726000,"michigan_south",0,0.0166564,NA,0.0141624,0.0304364,0.003816,0.0017152,NA,1.76e-05,0.0250788,3.28e-05,0.00076,0.0274592,0.0091988,0.0414776,0.750832,0.0056668,0.0001312,0.0183032,0.0015644,0.0021352,0.000342,0.0004308,0.0497832
837000,726000,"michigan_south",0,0.0123448,NA,0.0103704,0.0101092,0.001562,0.0008548,NA,3.08e-05,0.0240364,2.16e-05,0.0003228,0.0028512,0.002656,0.0350032,0.8428036,0.004562,7.4e-05,0.0154612,0.0010468,0.0009184,9.44e-05,0.0002164,0.03466
845000,726000,"michigan_south",0,0.0351836,NA,0.0141308,0.0254312,0.0028368,0.0033796,NA,4.6e-05,0.03306,4.32e-05,0.0004908,0.0069696,0.0059572,0.0450816,0.6148348,0.1152044,0.0002812,0.065554,0.005636,0.0015172,0.0001944,0.000642,0.0235256
853000,726000,"michigan_south",0,0.0245852,NA,0.0077012,0.0178744,0.0025072,0.00312,NA,2.28e-05,0.036472,2.6e-05,0.000302,0.008652,0.0041628,0.0625916,0.6732124,0.0519508,0.0002876,0.0845872,0.0019132,0.001296,0.000114,0.0005796,0.018042
861000,726000,"michigan_south",0,0.0528804,NA,0.0140552,0.0926908,0.0047252,0.0018876,NA,4.32e-05,0.0782024,4.12e-05,0.0004956,0.015792,0.009078,0.0941956,0.563392,0.0108664,0.0013884,0.0449052,0.0017836,0.00261,0.000278,0.0013884,0.0093008
869000,726000,"michigan_south",0,0.072916,NA,0.026296,0.3868908,0.0052696,0.001846,NA,4.24e-05,0.080062,6.6e-05,0.00048,0.018166,0.0118148,0.1683432,0.1952112,0.0034228,0.000718,0.018122,0.0016664,0.0035404,0.0002812,0.0017276,0.0031176
877000,726000,"michigan_south",0,0.0948836,NA,0.024468,0.2932972,0.0059056,0.0012628,NA,6.96e-05,0.088452,0.0001028,0.00052,0.0271704,0.0112332,0.1979548,0.2122292,0.0019588,0.0005444,0.0265008,0.0015076,0.0054676,0.0004172,0.003436,0.0026184
885000,726000,"michigan_south",0,0.101804,NA,0.0182548,0.120198,0.0033704,0.000748,NA,3.48e-05,0.0551336,4.04e-05,0.0004212,0.033254,0.0061096,0.1212284,0.5239104,0.0015808,0.0003864,0.0075168,0.0011368,0.0024488,0.00028,0.000938,0.0012048
893000,726000,"michigan_south",0,0.0643648,NA,0.0374548,0.1222144,0.0034848,0.001004,NA,3.16e-05,0.0647184,6.76e-05,0.0004376,0.0116252,0.007188,0.2131616,0.4385264,0.0025696,0.0004796,0.0235776,0.0018336,0.0041312,0.0004592,0.0010116,0.0016584
901000,726000,"michigan_south",0,0.0881224,NA,0.0789644,0.2462976,0.0058812,0.0020608,NA,8.04e-05,0.0858472,0.0001356,0.0009684,0.0325828,0.0159152,0.3171524,0.0829564,0.0093088,0.0012884,0.01489,0.00325,0.00801,0.0010888,0.0018968,0.0033024
909000,726000,"michigan_south",0,0.0943584,NA,0.0672476,0.2364184,0.00771,0.0022664,NA,0.0001036,0.0809164,0.000186,0.0011516,0.0311064,0.0398864,0.3041068,0.0617524,0.0257988,0.003586,0.0116272,0.005616,0.0197844,0.0011656,0.0011676,0.004044
917000,726000,"michigan_south",0,0.141762,NA,0.0727252,0.154288,0.0130156,0.0038396,NA,0.0002048,0.104598,0.0002692,0.0016232,0.0332328,0.0538852,0.2181716,0.0638876,0.0086944,0.0117116,0.0718088,0.0139444,0.0220552,0.0015644,0.001594,0.0071244
925000,726000,"michigan_south",0,0.110808,NA,0.08629,0.2694456,0.0076036,0.003496,NA,0.0001784,0.1233376,0.0001764,0.0010452,0.0584644,0.04243,0.1786972,0.0633124,0.007226,0.0024884,0.0115836,0.0152,0.0080504,0.00119,0.0007636,0.0082132
933000,726000,"michigan_south",0,0.128778,NA,0.1073776,0.2551184,0.0061644,0.0051628,NA,0.000142,0.1631908,0.0001568,0.0010968,0.0184864,0.0507432,0.156944,0.0613916,0.0145884,0.001586,0.0070464,0.00501,0.007604,0.000778,0.0008436,0.0077908
941000,726000,"michigan_south",0,0.1511888,NA,0.077168,0.3729836,0.004788,0.0124536,NA,0.0001428,0.084352,0.0001772,0.0008568,0.0368532,0.0419184,0.1726508,0.0166508,0.0093636,0.0008316,0.0035992,0.003194,0.0055956,0.0003184,0.0006276,0.004286
949000,726000,"michigan_south",0,0.1259812,NA,0.0679476,0.3413288,0.0043944,0.0042216,NA,0.0001136,0.089498,0.0001372,0.0008188,0.0129112,0.0423708,0.09511,0.154108,0.0437612,0.0006692,0.0025644,0.003134,0.0053712,0.0001984,0.0005764,0.004784
957000,726000,"michigan_south",0,0.1250148,NA,0.07145,0.2909272,0.0062768,0.004116,NA,0.0001144,0.0894964,0.0002028,0.0013872,0.012896,0.0696824,0.1773508,0.0998792,0.021462,0.0007936,0.0032864,0.0035464,0.0082064,0.0002268,0.0010204,0.012664
965000,726000,"michigan_south",0,0.150682,NA,0.0642188,0.2477616,0.0081028,0.0083944,NA,0.0001972,0.0875532,0.0002312,0.002096,0.0182936,0.0797664,0.186544,0.0793304,0.028064,0.0010532,0.0059432,0.0052512,0.008082,0.0002896,0.0014848,0.0166604
973000,726000,"michigan_south",0,0.0719432,NA,0.051398,0.337864,0.0086952,0.0041568,NA,0.0001512,0.0957252,0.000202,0.0023828,0.0068344,0.0325308,0.1821184,0.089502,0.0699492,0.0009012,0.0135788,0.0073144,0.0052128,0.0002036,0.001992,0.017344
981000,726000,"michigan_south",0,0.0842056,NA,0.043318,0.2337684,0.019888,0.0036708,NA,0.0002704,0.0982572,0.0003244,0.0050028,0.00691,0.0266648,0.1674636,0.1432384,0.0919908,0.0015052,0.0364112,0.0082876,0.0084172,0.0002068,0.0056308,0.014568
989000,726000,"michigan_south",0,0.093492,NA,0.0371584,0.0732828,0.0330956,0.0027176,NA,0.0002016,0.0575372,0.0002596,0.012328,0.0110676,0.018334,0.1509236,0.20956,0.2549568,0.0014208,0.0235024,0.0034384,0.004202,0.00015,0.003556,0.0088156
997000,726000,"michigan_south",0,0.0629964,NA,0.0498356,0.1749768,0.0309968,0.0026028,NA,0.0002232,0.041288,0.00025,0.0090368,0.0042936,0.0120624,0.2087504,0.1097456,0.2229384,0.0013112,0.0546144,0.0021912,0.0023848,0.000152,0.0038264,0.0055232
1005000,726000,"michigan_south",0,0.058208,NA,0.021998,0.3056892,0.0270332,0.00151,NA,0.0002304,0.03491,0.0001752,0.0147124,0.0031388,0.0089304,0.1452336,0.0227996,0.3199816,0.0015652,0.0224324,0.0017608,0.0018076,0.0001324,0.0042648,0.0034864
1013000,726000,"michigan_south",0,0.0873148,NA,0.0367356,0.3071456,0.04395,0.0024804,NA,0.0003116,0.0583916,0.0004448,0.0661172,0.005192,0.0154332,0.1554996,0.0242016,0.0710884,0.0076604,0.082428,0.0055164,0.0045596,0.0002664,0.015056,0.0102068
1021000,726000,"michigan_south",0,0.0819884,NA,0.0269544,0.3421804,0.0253112,0.0014476,NA,0.0001908,0.0625812,0.0002332,0.01597,0.007454,0.0133124,0.1527484,0.009796,0.0516508,0.0032184,0.1839032,0.0017388,0.0113428,0.0001716,0.0044576,0.0033488
1029000,726000,"michigan_south",0,0.1348228,NA,0.034188,0.2009472,0.0304052,0.0012348,NA,0.0001724,0.0450364,0.0003444,0.0131512,0.0042048,0.0147908,0.1835752,0.031622,0.0825524,0.0021796,0.2101444,0.0011784,0.0030468,0.0001964,0.002942,0.0032648
1037000,726000,"michigan_south",0,0.1228568,NA,0.0222716,0.3981616,0.0591504,0.001074,NA,0.0002452,0.0678156,0.0003656,0.0286252,0.0029584,0.014822,0.192238,0.0119096,0.0427432,0.0017012,0.0231312,0.000726,0.00174,0.0002824,0.0020176,0.0051644
1045000,726000,"michigan_south",0,0.1459888,NA,0.0233212,0.31118,0.0582552,0.0010668,NA,0.0001696,0.0652756,0.0004368,0.028538,0.0024876,0.0108924,0.2202008,0.0240952,0.0319748,0.0020156,0.0132204,0.0007076,0.0015784,0.0003156,0.0029976,0.055282
1053000,726000,"michigan_south",0,0.056998,NA,0.0250904,0.3260872,0.0484888,0.000846,NA,0.0001072,0.0364916,0.0003812,0.0719452,0.0029284,0.010372,0.1801552,0.0178928,0.1302636,0.0015944,0.0135384,0.0004508,0.0013472,0.0003336,0.0034104,0.0712776
1061000,726000,"michigan_south",24,0.0807988,NA,0.0579068,0.2617376,0.0525684,0.0016436,NA,0.000184,0.0490768,0.00078,0.1546808,0.0058164,0.011502,0.193264,0.0168312,0.0451292,0.0018072,0.0364952,0.0007104,0.0025532,0.0007092,0.0105896,0.0152156
365000,734000,"wisconsin",0,0.0099372,NA,0.011568,8e-06,0.01172,0.0008292,NA,2.8e-06,0.0471688,9.6e-06,2.16e-05,0.005248,0.0023964,0.0270108,0.8702988,0.0002164,2.72e-05,9.44e-05,0.0041604,0.0038096,9.6e-06,3.48e-05,0.0054284
373000,734000,"wisconsin",0,0.0053444,NA,0.0079328,6.8e-06,0.0035304,0.00041,NA,3.2e-06,0.0184064,4.8e-06,4.8e-06,0.0058684,0.001542,0.0094796,0.932904,6.44e-05,8.8e-06,4.68e-05,0.0016912,0.0023148,8e-07,7.6e-06,0.010428
381000,734000,"wisconsin",0,0.0013256,NA,0.002138,2e-06,0.0006132,0.0001056,NA,0,0.0029452,0,1.2e-06,0.0040056,0.0004536,0.0028252,0.9810744,1.92e-05,4e-07,3.2e-06,0.0004192,0.000626,0,2e-06,0.0034404
389000,734000,"wisconsin",0,0.0016532,NA,0.003288,2.4e-06,0.00119,0.0001984,NA,4e-07,0.0035964,1.6e-06,3.6e-06,0.0080708,0.0008372,0.0042016,0.9679272,5.68e-05,3.6e-06,1e-05,0.0007604,0.00082,8e-07,4.4e-06,0.0073732
397000,734000,"wisconsin",0,0.0007016,NA,0.002086,4e-07,0.0003324,0.000142,NA,0,0.0021624,4e-07,8e-07,0.0019056,0.0005644,0.0028532,0.9838432,3.64e-05,2.4e-06,1e-05,0.0003836,0.00018,8e-07,2e-06,0.0047924
405000,734000,"wisconsin",0,0.0019828,NA,0.0110568,6e-06,0.0010992,0.000868,NA,1.6e-06,0.0084864,2.8e-06,3.2e-06,0.0035488,0.0027852,0.006092,0.950326,0.000448,1.36e-05,3.2e-05,0.0012208,0.000838,2e-06,8.8e-06,0.011178
413000,734000,"wisconsin",0,0.0007376,NA,0.0036948,0,0.0005092,0.0007468,NA,4e-07,0.00415,0,4e-07,0.0024584,0.0011032,0.0019228,0.9803504,0.0005056,2.8e-06,2.16e-05,0.0004124,0.0004064,2.8e-06,3.6e-06,0.0029708
421000,734000,"wisconsin",0,0.0005248,NA,0.0024292,4e-07,0.0004112,0.0008532,NA,1.2e-06,0.002218,0,4e-07,0.0022472,0.0006584,0.000814,0.986174,0.000388,2.8e-06,3.72e-05,0.0002104,0.0003464,0,8e-07,0.0026824
429000,734000,"wisconsin",0,0.0010116,NA,0.0035476,8e-07,0.0005768,0.0032144,NA,4e-07,0.0032624,1.2e-06,2.8e-06,0.0059812,0.001412,0.001054,0.9747128,0.0003644,3.6e-06,4.72e-05,0.0003456,0.0007648,8e-07,1.2e-06,0.0036944
437000,734000,"wisconsin",0,0.0009808,NA,0.0023748,3.6e-06,0.0004928,0.00259,NA,0,0.0029444,4e-07,1.2e-06,0.0165592,0.0007632,0.0007544,0.9663304,0.0003196,3.6e-06,8.04e-05,0.0002304,0.0006816,4e-07,1.2e-06,0.0048876
445000,734000,"wisconsin",0,0.00062,NA,0.0013648,8e-07,0.0003172,0.0006084,NA,4e-07,0.0019168,0,2.8e-06,0.0202648,0.0004612,0.000568,0.9657896,0.000222,4e-07,6.16e-05,0.000142,0.0004076,1.2e-06,2e-06,0.0072484
453000,734000,"wisconsin",0,0.0003608,NA,0.0007308,4e-07,0.000182,0.0004092,NA,0,0.0012124,0,1.2e-06,0.01116,0.0002412,0.0004152,0.9820384,0.0001448,2e-06,3e-05,8.56e-05,0.0002172,0,8e-07,0.002768
461000,734000,"wisconsin",0,0.0006892,NA,0.0010692,2e-06,0.0002648,0.000416,NA,0,0.0015572,0,4e-07,0.0081092,0.0003588,0.0005988,0.981544,0.0003688,2e-06,5.96e-05,0.0001524,0.0004284,0,4.8e-06,0.0043744
469000,734000,"wisconsin",0,0.00102,NA,0.0019364,0,0.0003544,0.0007804,NA,1.6e-06,0.0025116,4e-07,3.2e-06,0.0032844,0.0005336,0.0009572,0.9850428,0.0003416,1.2e-06,0.0001308,0.0001564,0.0006464,4e-07,2.4e-06,0.0022948
477000,734000,"wisconsin",0,0.000214,NA,0.000276,0,4.68e-05,0.0002304,NA,0,0.0004276,0,0,0.0007468,0.0001072,0.00019,0.9967352,5.56e-05,0,2.08e-05,4.04e-05,0.000184,0,0,0.0007252
485000,734000,"wisconsin",0,0.0001712,NA,0.0001448,8e-07,3.44e-05,0.0001128,NA,0,0.0002644,0,0,0.00048,6.68e-05,0.0001168,0.9975636,3.2e-05,0,3.92e-05,3.32e-05,0.0002188,0,4e-07,0.0007208
493000,734000,"wisconsin",0,0.0003844,NA,0.0002684,8e-07,6.92e-05,0.0002288,NA,0,0.0006488,0,0,0.000946,0.0001488,0.0002472,0.9931076,3.92e-05,8e-07,0.0001188,5.44e-05,0.0006168,0,4e-07,0.0031196
501000,734000,"wisconsin",0,0.0004784,NA,0.0002664,1.6e-06,3.8e-05,0.0002316,NA,0,0.0007764,0,8e-07,0.001454,0.0001472,0.0002644,0.993766,1.8e-05,8e-07,0.0001328,4.8e-05,0.0003572,4e-07,8e-07,0.0020172
509000,734000,"wisconsin",0,0.0018916,NA,0.0010936,7.2e-06,0.00017,0.0008208,NA,0,0.0026332,1.6e-06,1.2e-06,0.0165336,0.0006216,0.0016344,0.9628776,5.32e-05,1e-05,0.0011568,0.0001692,0.0011164,4e-07,7.6e-06,0.0092
517000,734000,"wisconsin",0,0.0008608,NA,0.0005252,4.4e-06,6.92e-05,0.000252,NA,4e-07,0.0011836,0,4e-07,0.0038524,0.0003036,0.0005048,0.9770464,1.4e-05,1.6e-06,0.0013848,6e-05,0.000494,0,1.2e-06,0.0134412
525000,734000,"wisconsin",0,0.0023336,NA,0.0014504,5.6e-06,0.00016,0.0005268,NA,1.6e-06,0.0033888,0,2e-06,0.0138564,0.0009556,0.0012252,0.9288108,3.12e-05,4e-06,0.0255696,0.0002196,0.0013988,0,3.2e-06,0.0200568
533000,734000,"wisconsin",0,0.0027436,NA,0.0015584,8.4e-06,0.0001088,0.0004796,NA,8e-07,0.0041068,2.4e-06,4e-06,0.0039736,0.0010424,0.0012368,0.9511592,3.56e-05,4e-06,0.0215652,0.0001472,0.0024616,4e-07,4.4e-06,0.0093568
541000,734000,"wisconsin",0,0.0138424,NA,0.0076956,4.12e-05,0.0002892,0.0014552,NA,3.6e-06,0.02328,1.2e-06,1.04e-05,0.0127792,0.0056704,0.0060732,0.8905032,3.72e-05,1.32e-05,0.026054,0.0004204,0.0026392,1.6e-06,2.72e-05,0.0091624
549000,734000,"wisconsin",0,0.1743152,NA,0.0738512,0.0003844,0.0028684,0.024422,NA,4.2e-05,0.2006028,6.36e-05,0.0001452,0.0249512,0.104148,0.1122416,0.1958676,0.0003604,0.0001856,0.0518732,0.0033764,0.0098764,2.48e-05,0.0002208,0.0201792
557000,734000,"wisconsin",0,0.11307,NA,0.145756,0.0004504,0.0019316,0.0302816,NA,3.84e-05,0.1697908,5.96e-05,0.0001172,0.0157968,0.0880108,0.1574932,0.0736876,0.0002268,0.0001296,0.1811884,0.0027156,0.0102492,3.28e-05,0.0002696,0.008704
565000,734000,"wisconsin",0,0.0598212,NA,0.0976376,0.0003588,0.0011636,0.0069736,NA,9.2e-06,0.1118384,2.84e-05,7.76e-05,0.00455,0.0659036,0.0735084,0.3027648,0.0001044,7.72e-05,0.1840408,0.0028096,0.0102152,8e-06,0.0001924,0.0779172
573000,734000,"wisconsin",0,0.0146588,NA,0.0174336,0.0001024,0.0002236,0.0035752,NA,3.2e-06,0.0286036,6.8e-06,1.04e-05,0.0014728,0.0130912,0.009902,0.8364356,4.32e-05,1.64e-05,0.0408756,0.001142,0.00864,8e-07,4.96e-05,0.0237132
581000,734000,"wisconsin",0,0.003994,NA,0.002386,3.48e-05,5.68e-05,0.0005792,NA,8e-07,0.0056224,8e-07,5.2e-06,0.0005504,0.003152,0.0028092,0.949894,2.4e-06,2.8e-06,0.0225124,0.00027,0.0011116,4e-07,1.12e-05,0.0070036
589000,734000,"wisconsin",0,0.01065,NA,0.0051,0.00026,0.0001616,0.0022664,NA,2e-06,0.0117112,2e-06,8.4e-06,0.0051904,0.006532,0.0055496,0.9127724,2.2e-05,1.08e-05,0.0300652,0.0012192,0.0016264,3.2e-06,3.64e-05,0.0068108
597000,734000,"wisconsin",0,0.0949088,NA,0.039646,0.0018912,0.0014492,0.0068228,NA,1.68e-05,0.0808704,2.88e-05,8.96e-05,0.010854,0.0529512,0.0349024,0.5784556,7.92e-05,7.64e-05,0.0626408,0.002656,0.0104304,1.4e-05,0.0003472,0.0208692
605000,734000,"wisconsin",0,0.0841544,NA,0.07087,0.0059132,0.0025852,0.0084852,NA,1.48e-05,0.1119456,5.68e-05,0.0001664,0.0033304,0.1118132,0.2417056,0.3175304,0.000136,0.0001116,0.0300224,0.0027756,0.0038572,2.44e-05,0.0007544,0.0037472
613000,734000,"wisconsin",0,0.091666,NA,0.0672696,0.04759,0.0037236,0.0025092,NA,3.12e-05,0.1158224,6.24e-05,0.0002524,0.0073756,0.0855192,0.2649908,0.2904396,0.000256,0.0001636,0.005386,0.0044836,0.00885,7.08e-05,0.0012556,0.0022824
621000,734000,"wisconsin",20,0.1551052,NA,0.0649136,0.1543448,0.005078,0.0016212,NA,3.36e-05,0.0444908,6.32e-05,0.0003004,0.0127368,0.0417164,0.1649224,0.341294,0.0003096,0.0001732,0.0023264,0.0025936,0.0022372,5.64e-05,0.0022376,0.0034456
757000,734000,"michigan_south",3,0.0502268,NA,0.0100768,0.2909536,0.0179004,0.0011148,NA,0.0001916,0.0170672,0.0001056,0.3237768,0.001398,0.0037968,0.0454396,0.063934,0.1398804,0.0020104,0.0123688,0.001648,0.0056448,0.0003348,0.0028052,0.0093256
765000,734000,"michigan_south",0,0.0757948,NA,0.0123216,0.1969772,0.0277232,0.001008,NA,0.0002616,0.0209128,0.0001132,0.344032,0.0015592,0.005042,0.048636,0.1012568,0.1333768,0.0012664,0.0067584,0.0016032,0.012068,0.0003944,0.0021076,0.0067868
773000,734000,"michigan_south",0,0.0587028,NA,0.0117452,0.3301892,0.0114828,0.0008676,NA,0.000178,0.019948,8.44e-05,0.3493572,0.0015396,0.0058536,0.1178528,0.021222,0.0544956,0.0007636,0.0035588,0.0011336,0.0065348,0.000324,0.00155,0.0026164
781000,734000,"michigan_south",0,0.041162,NA,0.0225772,0.4646144,0.0089672,0.0010976,NA,0.0001044,0.0307208,9.92e-05,0.1408004,0.0024784,0.0135232,0.2133288,0.0285424,0.0147188,0.0005944,0.0031676,0.0008564,0.00848,0.000444,0.001742,0.0019808
789000,734000,"michigan_south",0,0.0492896,NA,0.030432,0.433096,0.0096404,0.001404,NA,0.0001112,0.0539724,0.0001192,0.020248,0.0090648,0.0174196,0.2881924,0.0320396,0.0101736,0.000732,0.0032012,0.0011428,0.0344016,0.0005896,0.0028716,0.0018584
797000,734000,"michigan_south",0,0.0442576,NA,0.0218936,0.4233636,0.008012,0.0018848,NA,8.2e-05,0.064376,9.72e-05,0.012894,0.0043536,0.0159856,0.3517932,0.0148716,0.0157932,0.0005008,0.003696,0.0011532,0.009762,0.0004044,0.0022936,0.002532
805000,734000,"michigan_south",0,0.0412572,NA,0.026254,0.3576228,0.0105476,0.0030316,NA,0.000102,0.041574,7.92e-05,0.020928,0.0070784,0.023048,0.186676,0.1258112,0.1359888,0.0004928,0.005276,0.0012948,0.0041424,0.0005332,0.0018668,0.0063952
813000,734000,"michigan_south",0,0.019408,NA,0.0085612,0.0832604,0.0069052,0.0019808,NA,4.84e-05,0.0246152,3.88e-05,0.0035696,0.0054736,0.008364,0.0881144,0.4600404,0.2666356,0.0002616,0.0074236,0.0006396,0.0015832,0.0002196,0.0007192,0.0121376
821000,734000,"michigan_south",0,0.0188624,NA,0.0078508,0.0719476,0.0079416,0.001854,NA,6.64e-05,0.0170532,3.8e-05,0.0016312,0.0042672,0.0070608,0.07326,0.7118816,0.0187656,0.000186,0.0284016,0.0006696,0.0014356,0.00018,0.0004964,0.0261504
829000,734000,"michigan_south",0,0.0311084,NA,0.0109868,0.0259928,0.0081344,0.0015068,NA,3.08e-05,0.0191788,3.32e-05,0.0010628,0.007758,0.0086904,0.0302136,0.7842576,0.0108992,0.0001716,0.0161344,0.000872,0.0012412,0.000244,0.0005148,0.0409684
837000,734000,"michigan_south",0,0.0148456,NA,0.0085256,0.0256852,0.00311,0.0008016,NA,1.48e-05,0.0136004,1.96e-05,0.000376,0.0013776,0.0030584,0.020814,0.8268792,0.0513184,0.0001612,0.0083324,0.00053,0.0009248,6.16e-05,0.0003128,0.0192508
845000,734000,"michigan_south",0,0.0152196,NA,0.0054344,0.0609716,0.0022064,0.000898,NA,1.84e-05,0.0136568,1.92e-05,0.0003908,0.0012592,0.0035036,0.0563624,0.6569448,0.1199816,0.0001136,0.0194168,0.0008536,0.00098,6.68e-05,0.0004516,0.0412508
853000,734000,"michigan_south",0,0.0828024,NA,0.013124,0.2445028,0.0066576,0.0017064,NA,5.12e-05,0.03691,6.88e-05,0.0006692,0.003256,0.0111616,0.1441492,0.3032784,0.0700592,0.0003916,0.0523396,0.0021724,0.0028836,0.0002356,0.0011284,0.022452
861000,734000,"michigan_south",0,0.1228512,NA,0.0166412,0.3683364,0.0176856,0.0014556,NA,4.68e-05,0.0623212,0.00011,0.0009044,0.00424,0.009442,0.1636036,0.1510356,0.0116712,0.0007752,0.0504312,0.0017064,0.010192,0.0003568,0.0019752,0.0042184
869000,734000,"michigan_south",0,0.0967576,NA,0.0389544,0.3836736,0.0109064,0.0012144,NA,5.72e-05,0.0932116,0.000106,0.0009704,0.0049164,0.0125172,0.2976996,0.0264208,0.0070928,0.0007492,0.013052,0.0013328,0.0049872,0.000346,0.0021532,0.0028812
877000,734000,"michigan_south",0,0.1150404,NA,0.0592604,0.2580808,0.0239128,0.0014464,NA,7.16e-05,0.1600548,0.000178,0.001254,0.010276,0.0126252,0.2516752,0.0503452,0.0079452,0.0010272,0.033092,0.0022596,0.0055492,0.0005652,0.002836,0.0025048
885000,734000,"michigan_south",0,0.130708,NA,0.0402744,0.309428,0.012796,0.0010404,NA,6.08e-05,0.1471272,0.0001164,0.001182,0.0142276,0.0096356,0.2260972,0.0668996,0.0069012,0.000892,0.0212484,0.0018176,0.0045312,0.0010368,0.0018356,0.002144
893000,734000,"michigan_south",0,0.111054,NA,0.0471012,0.2843812,0.0121936,0.0010096,NA,5.4e-05,0.1870284,0.0001596,0.0012892,0.0093728,0.0102116,0.2613644,0.0434428,0.0056812,0.0011528,0.0129768,0.0017056,0.0047808,0.0014472,0.001412,0.0021812
901000,734000,"michigan_south",0,0.2092584,NA,0.04981,0.1674896,0.0129584,0.001302,NA,0.0001056,0.148036,0.0001988,0.0020616,0.01924,0.013014,0.190126,0.096958,0.0221528,0.0020248,0.0347332,0.0024764,0.017466,0.0058012,0.0016876,0.0030996
